step,num_edges_added,edges_added,aG,e0_mult,e1_mult,CIS,CS_mean,CI_mean,CI_top10_mean,CI_max,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,AUC_CS_mean,AUC_CI_mean,AUC_CI_top10_mean,AUC_CI_max
0,0,,0.07630552919285967,1.0,12.0,5.285714285714286,1.7681159420289856,0.09833961421559784,0.2632796259978648,0.41885394821005434,0.07630552919285967,1.0,12.0,5.285714285714286,1.7681159420289856,0.09833961421559784,0.2632796259978648,0.41885394821005434
1,1,CPT-GREYCBD1-TSN276-CPUTOPT--CPT-GREYSS1-TSN273-CPUTGSR,0.09461167598377442,1.0,12.0,5.285714285714286,1.7681159420289856,0.09869173591981505,0.2610000673689342,0.4152273281493509,0.08545860258831704,1.0,12.0,5.285714285714286,1.7681159420289856,0.09851567506770645,0.2621398466833995,0.4170406381797026
2,1,CPT-GREYBEL1-TSN174-UNIBEL--CPT-GREYSS1-TSN500-CPUTSPR,0.12842452706628,1.0,12.0,5.285714285714286,1.7826086956521738,0.0993893956714898,0.25812334729686737,0.41065065005362444,0.09978057741430468,1.0,12.0,5.285714285714286,1.7729468599033815,0.09880691526896757,0.2608010135545555,0.41491064213767653
3,1,CPT-GREYCBD1-TSN277-CPUTB--CPT-GREYBEL1-TSN493-CGSB,0.16984026185983309,1.0,13.0,5.285714285714286,1.7826086956521738,0.09974220451778662,0.25597407329812555,0.407231493438686,0.1172954985256868,1.0,12.25,5.285714285714286,1.7753623188405796,0.09904073758117232,0.25959427849044797,0.4129908549629289
4,1,CPT-GREYSS2-TSN168-UCTRCCH--CPT-GREYSS1-TSN169-UCTRHR,0.18268730098901356,1.0,12.0,5.285714285714286,1.7826086956521738,0.10009601357109245,0.2538776090181089,0.4038961937019575,0.13037385901835213,1.0,12.2,5.285714285714286,1.7768115942028984,0.09925179277915634,0.25845094459598017,0.4111719227107346
5,1,CPT-GREYBEL1-TSN278-UWCT--CPT-GREYSS1-TSN495-UCTVH,0.20432376656062726,1.0,12.0,5.285714285714286,1.7971014492753623,0.1007889660732163,0.25122766988415984,0.3996803804252662,0.14269884360873133,1.0,12.166666666666666,5.285714285714286,1.780193236714976,0.09950798832816633,0.25724706547734344,0.4092566656631566
6,1,CPT-GREYCBD2-TSN109-SANAP--CPT-GREYBEL1-TSN174-UNIBEL,0.21536586939666838,1.0,13.0,5.285714285714286,1.7971014492753623,0.10098415565611482,0.24885381135899193,0.39590378942195226,0.15307984729272234,1.0,12.285714285714286,5.285714285714286,1.7826086956521738,0.09971886937501613,0.2560480291747218,0.4073491119144131
7,1,CPT-GREYSS2-TSN271-UCTRBG--CPT-GREYCBD1-TSN490-CPGR,0.25442915427946305,1.0,13.0,5.285714285714286,1.7971014492753623,0.10134058538490102,0.24692617790593174,0.39283709975875886,0.16574851066606494,1.0,12.375,5.285714285714286,1.7844202898550725,0.09992158387625173,0.25490779776612305,0.4055351103949563
8,1,CPT-GREYCBD1-TSN650-NLSA-CFB--CPT-GREYBEL1-TSN208-USTYG,0.2712965510020524,1.0,13.0,5.285714285714286,1.7971014492753623,0.10169757704880995,0.24504245991070192,0.3898410289333082,0.17747607070339688,1.0,12.444444444444445,5.285714285714286,1.785829307568438,0.10011891645098042,0.2538116491155207,0.4037913235658843
9,1,CPT-GREYBEL1-TSN585-UWC-FCHS--BLOEM2,0.30633042460199567,1.0,12.0,5.428571428571429,1.8115942028985508,0.10118674306643197,0.24526530218969336,0.4196764833912119,0.19036150609325675,1.0,12.4,5.3,1.7884057971014493,0.10022569911252559,0.25295701442293794,0.40537983954841705
10,1,CPT-GREYSS1-TSN144-CPUTGSH--CPT-GREYSLB1-TSN292-ARCINFR,0.3101028980077648,1.0,11.0,5.428571428571429,1.826086956521739,0.10174083909779755,0.2426308967074487,0.4151683283428002,0.20124708717639386,1.0,12.272727272727273,5.311688311688312,1.7918313570487483,0.10036343911118667,0.2520182764488026,0.40626970216608826
