Node;Core Influence
THY-TSN87-UNIVEN-MC-PE;0.40853558395264283
LCD-TSN186-UNISAM;0.4085355839526425
UTW-TSN468-WSUQ;0.36991343590987363
RCB-TSN596-WRLHS-ALTSO;0.3405614104593226
UTT-TSN86-WSU-NMD-PE;0.18495671795493684
WTS-TSN467-WSUW;0.18495671795493676
PTA-GREYS2-TSN29-ZOO;0.17158260107243392
RCB-TSN20-AHRI-SOM-1;0.17028070522966138
RCB-TSN116-UZ-RCB-PE;0.17028070522966132
JNB-GREY1-TSN112-WITSM;0.13284966093299494
JNB-GREY1-TSN110-WITSE;0.1328496609329941
JNB-GREY2-TSN295-CSIR-CTF;0.1328496609329931
JNB-GREY2-TSN99-CSMI;0.13284966093299144
JNB3-PE1;0.13284966093299141
JNB-GREY2-TSN42-UJBU;0.1328496609329913
PTA-GREYN1-TSN204-UNISA-SRB;0.0951684589041133
PTA-GREYN1-TSN203-UNISA-SN;0.09516845890411266
PTA-GREYN1-TSN391-TUT-KOSMOS;0.09516845890411185
PTA-GREYN1-TSN353-TUT-TEMPO;0.0951684589041107
PTA-GREYN1-TSN315-BREYTEN;0.09516845890410953
PTA-GREYN1-TSN200-UNISA-SSE;0.09516845890410881
