Node;Core Influence
PTA1-PE1;0.30460384954009573
PTA2-PE1;0.24368307963207436
CPT2-PE1;0.22337615632939423
DUR2-PE1;0.14214846311870633
JNB1-PE1;0.14214846311870552
DUR1-PE1;0.14214846311870463
PZB1-PE1;0.12184153981603645
MTZ1-IR1;0.12184153981603371
ZEH1-PE1;0.12184153981603368
CPT3-PE1;0.12184153981603367
CPT1-IR1;0.12184153981603364
BFN3-PE1;0.12184153981603364
DUR3-PE1;0.12184153981603361
ISD1-PE1;0.12184153981603359
JNB3-PE1;0.12184153981603292
POL1-PE1;0.1015346165133671
BIY-TSN65-UFH-BHISHO-PE;0.10153461651336124
ELS2-PE1;0.10153461651336099
VDP1-PE1;0.10153461651336085
CPT6-PE1;0.10153461651335859
PTA-GREYN1-TSN74-UP-MED-PE;0.10153461651335738
POL-GREY1-TSN56-TUT-POLC;0.08122769321069405
LAB-PTA-MX10K;0.08122769321069309
HLA1-PE1;0.08122769321068991
CAR-TSN237-SKA-CAR-PE;0.08122769321068975
JNB2-PE1;0.08122769321068928
LDN1-IR1;0.08122769321068916
