Node;Core Strength
PTA1-PE1;11
JNB2-PE1;6
DUR2-PE1;6
CPT2-PE1;5
PZB1-PE1;5
PTA2-PE1;5
VDP1-PE1;4
UTT-TSN86-WSU-NMD-PE;4
DUR1-PE1;4
ZEH1-PE1;4
CPT6-PE1;4
JNB1-PE1;4
POL-GREY1-TSN56-TUT-POLC;4
CPT-GREYSS1-TSN145-CPUTM;3
CPT1-IR1;3
PLZ1-PE1;3
ISD1-PE1;3
ELS2-PE1;3
NC-SKA-TSN238-KLE;3
DBN-GREY1-TSN498-CAPRISA-ECRS;2
DBN-GREY1-TSN151-DUTC;2
JNB3-PE1;2
JNB-GREY2-TSN295-CSIR-CTF;2
JNB-GREY1-TSN110-WITSE;2
