Node;Core Strength
CPT3-PE1;6
VDP1-PE1;4
ELS1-PE1;4
PTA1-PE1;4
CPT-GREYSS1-TSN145-CPUTM;3
CPT-GREYSS1-TSN463-DFA-PLN;3
PTA-GREYS2-TSN499-DFASAMCOR;3
PZB1-PE1;3
ZEH1-PE1;3
CPT-GREYSS1-TSN272-UCTDOR;3
DBN-GREY1-TSN497-CAPRISA-DDMRI;2
DBN-GREY1-TSN232-NMMS;2
CPT-GREYSS1-TSN39-SAAO;2
JNB-GREY2-TSN295-CSIR-CTF;2
JNB-GREY1-TSN110-WITSE;2
