Node;Core Number;Core Strength;Core Influence
DBN-GREY1-TSN498-CAPRISA-ECRS;2;2;0.05521854686098305
DBN-GREY1-TSN497-CAPRISA-DDMRI;2;1;0.0368123645739888
DBN-GREY1-TSN151-DUTC;2;2;0.05521854686098321
DBN-GREY1-TSN176-UNISAM;2;1;0.03681236457398868
DBN-GREY1-TSN232-NMMS;2;1;0.03681236457398886
CPT-GREYSS1-TSN500-CPUTSPR;1;1;0.018406182286994796
CPT-GREYSS1-TSN145-CPUTM;1;3;0.055218546860984305
CPT4-PE1;2;1;0.036812364573989516
CPT1-IR1;3;3;0.0920309114349736
TENET-TSN118-AIMS;2;1;0.0368123645739895
CPT-GREYSS1-TSN495-UCTVH;1;1;0.018406182286995004
CPT-GREYSS1-TSN39-SAAO;2;1;0.03681236457398992
JNB-GREY2-TSN99-CSMI;2;1;0.03681236457399029
JNB-GREY2-TSN42-UJBU;2;1;0.03681236457399027
JNB3-PE1;2;2;0.0552185468609853
JNB-GREY2-TSN42-UJBU-2;1;1;0.018406182286995185
JNB-GREY2-TSN295-CSIR-CTF;1;2;0.036812364573990466
JNB-GREY1-TSN110-WITSE;1;2;0.03681236457399061
JNB-GREY1-TSN112-WITSM;1;2;0.036812364573990744
JNB-TSN44-UJ-DF-PE;1;1;0.01840618228699535
HMS-TSN28-SANSA;2;1;0.03681236457398943
GRJ-TSN459-NMU-GC;2;2;0.05521854686098392
CPT2-PE1;2;5;0.11043709372196851
VDP-GREY2-TSN484-DFA-VDBP;2;1;0.03681236457398968
VDP-GREY2-TSN139-NWUFAR;2;1;0.03681236457398969
VDP1-PE1;2;4;0.09203091143497401
CPT-GREYSS1-TSN463-DFA-PLN;2;1;0.03681236457398975
CPT3-PE1;3;2;0.07362472914797875
CPT1-LAB1;1;1;0.018406182286994928
TENET-TSN470-DFA-WYN;2;1;0.03681236457398951
TERACO-TSN462-RDB;1;2;0.036812364573989446
SLB-TSN750-DOA-ELSEN;1;1;0.018406182286994758
PHU-TSN247-UFSQ;2;2;0.05521854686098515
BTH-TSN504-ARC-SGI;2;1;0.03681236457399044
DUR3-PE1;3;2;0.07362472914797871
WEL1-PE1;2;2;0.055218546860985186
PTA-GREYS2-TSN499-DFASAMCOR;2;1;0.036812364573987434
PTA-GREYS2-TSN257-SANBI;2;1;0.03681236457398823
PTA-GREYS2-TSN260-CGS;2;2;0.05521854686098038
PTA-GREYS2-TSN509-UP-MAMC;1;1;0.018406182286993533
BFN2-PE1;2;2;0.05521854686098415
BFN3-PE1;3;1;0.055218546860984
BFN1-PE1;3;1;0.05521854686098404
BFN-GREY1-TSN246-UFSPSY;1;1;0.018406182286994702
BFN-GREY1-TSN244-UFSNATH;1;1;0.018406182286994706
JNB2-PE1;2;6;0.12884327600896353
PTA-GREYS2-TSN40-USAF;1;2;0.03681236457398617
PTA-GREYS2-TSN973-UNIVEN-COL;2;1;0.03681236457398689
PTA-GREYS2-TSN261-ARC-HO-PE;1;1;0.018406182286992964
UTW-TSN468-WSUQ;1;2;0.03681236457398991
UTT-TSN86-WSU-NMD-PE;1;4;0.07362472914797874
WTS-TSN467-WSUW;1;1;0.018406182286995122
PLZ1-PE1;2;3;0.07362472914797823
ISD1-PE1-ISD1-PR1;1;1;0.018406182286994806
ISD1-PE1;2;3;0.07362472914797914
CPT7-PE1;2;1;0.036812364573989516
CPT-TSN793-NSFAS-CBD;1;1;0.018406182286994716
CPT3-PE1-CPT3-PR1;1;1;0.018406182286994706
CPT3-PE1-CPT3-PR2;1;1;0.01840618228699474
PLZ2-PE1;2;2;0.055218546860983826
NC-SAAO-TSN91-SUTH;1;1;0.0184061822869947
LDN1-IR1;3;2;0.07362472914797885
ISD1-PE2;1;1;0.0184061822869947
SMT-TSN590-IMT;1;1;0.01840618228699475
CAR-TSN237-SKA-CAR-PE;1;2;0.036812364573989696
CPT-GREYSLB1-TSN235-ILABS-FAURE-PE1;1;1;0.018406182286994723
CPT-GREYSS2-TSN170-UCTSSI;2;1;0.036812364573988975
CPT-GREYSS2-TSN270-UCTGSR;2;1;0.03681236457398944
CPT9-PE1;2;1;0.03681236457398945
CPT-GREYSS2-TSN236-SARAO-PE;2;1;0.036812364573988884
CPT-TSN943-DHA-WYNBERG;1;1;0.018406182286994713
CPT3-PE2;1;1;0.018406182286994713
