Node;Core Number;Core Strength;Core Influence
DBN-GREY1-TSN498-CAPRISA-ECRS;2;1;0.1458747081759469
DBN-GREY1-TSN497-CAPRISA-DDMRI;1;2;0.14587470817594894
DBN-GREY1-TSN151-DUTC;2;1;0.14587470817594678
DBN-GREY1-TSN176-UNISAM;2;1;0.1458747081759468
DBN-GREY1-TSN232-NMMS;1;2;0.1458747081759511
CPT-GREYSS1-TSN500-CPUTSPR;1;1;0.0014538206894778253
CPT-GREYSS1-TSN145-CPUTM;1;3;0.004361462068433432
CPT4-PE1;2;1;0.0029076413789558323
CPT1-IR1;2;1;0.002907641378955852
TENET-TSN118-AIMS;2;1;0.0029076413789558505
CPT-GREYSS1-TSN495-UCTVH;1;1;0.0014538206894777182
CPT-GREYSS1-TSN39-SAAO;1;2;0.0029076413789555036
JNB-GREY2-TSN99-CSMI;2;1;0.05989368930847567
JNB-GREY2-TSN42-UJBU;2;1;0.05989368930847566
JNB3-PE1;2;1;0.05989368930847568
JNB-GREY2-TSN42-UJBU-2;1;1;0.029946844654237824
JNB-GREY2-TSN295-CSIR-CTF;1;2;0.0598936893084761
JNB-GREY1-TSN110-WITSE;1;2;0.059893689308476286
JNB-GREY1-TSN112-WITSM;1;2;0.05989368930847662
JNB-TSN44-UJ-DF-PE;1;1;0.029946844654238403
HMS-TSN28-SANSA;2;1;0.0029076413789560587
GRJ-TSN459-NMU-GC;2;2;0.004361462068434004
CPT2-PE1;2;1;0.0029076413789560435
VDP-GREY2-TSN484-DFA-VDBP;2;1;0.0029076413789573194
VDP-GREY2-TSN139-NWUFAR;2;1;0.002907641378957366
VDP1-PE1;2;4;0.007269103447393049
CPT-GREYSS1-TSN463-DFA-PLN;1;3;0.004361462068433559
CPT3-PE1;2;6;0.010176744826345866
CPT1-LAB1;1;1;0.0014538206894778429
TENET-TSN470-DFA-WYN;2;1;0.0029076413789558973
TERACO-TSN462-RDB;1;2;0.0029076413789559615
SLB-TSN750-DOA-ELSEN;1;1;0.0014538206894779656
PHU-TSN247-UFSQ;2;2;0.004361462068432837
BTH-TSN504-ARC-SGI;2;1;0.002907641378955042
DUR3-PE1;2;2;0.004361462068433624
WEL1-PE1;2;1;0.002907641378955004
PTA-GREYS2-TSN499-DFASAMCOR;1;3;0.0958766424800987
PTA-GREYS2-TSN257-SANBI;1;1;0.03195888082669961
PTA-GREYS2-TSN260-CGS;1;2;0.06391776165339894
PTA-GREYS2-TSN509-UP-MAMC;1;1;0.031958880826699586
BFN2-PE1;2;2;0.004361462068435069
BFN3-PE1;2;1;0.0029076413789563623
BFN1-PE1;2;2;0.004361462068434941
BFN-GREY1-TSN246-UFSPSY;1;1;0.0014538206894783637
BFN-GREY1-TSN244-UFSNATH;1;1;0.0014538206894783637
JNB2-PE1;2;2;0.004361462068435556
PTA-GREYS2-TSN40-USAF;1;2;0.06391776165339884
PTA-GREYS2-TSN973-UNIVEN-COL;1;2;0.06391776165339888
PTA-GREYS2-TSN261-ARC-HO-PE;1;1;0.0319588808266994
UTW-TSN468-WSUQ;1;2;0.11717073971445091
UTT-TSN86-WSU-NMD-PE;1;1;0.05858536985722548
WTS-TSN467-WSUW;1;1;0.058585369857225435
PLZ1-PE1;2;2;0.004361462068433964
ISD1-PE1-ISD1-PR1;1;1;0.0014538206894779747
ISD1-PE1;1;2;0.0029076413789558987
CPT7-PE1;1;1;0.0014538206894779513
CPT-TSN793-NSFAS-CBD;1;1;0.00145382068947797
CPT3-PE1-CPT3-PR1;1;1;0.0014538206894779795
CPT3-PE1-CPT3-PR2;1;1;0.0014538206894779521
PLZ2-PE1;1;1;0.0014538206894779532
NC-SAAO-TSN91-SUTH;1;1;0.0014538206894779673
LDN1-IR1;1;1;0.0014538206894779537
ISD1-PE2;1;1;0.0014538206894779665
SMT-TSN590-IMT;1;1;0.0014538206894779478
CAR-TSN237-SKA-CAR-PE;1;1;0.0014538206894779534
CPT-GREYSLB1-TSN235-ILABS-FAURE-PE1;1;1;0.0014538206894779372
CPT-GREYSS2-TSN170-UCTSSI;1;1;0.0014538206894779424
CPT-GREYSS2-TSN270-UCTGSR;1;1;0.0014538206894779326
CPT9-PE1;1;1;0.0014538206894779903
CPT-GREYSS2-TSN236-SARAO-PE;1;1;0.001453820689477987
CPT-TSN943-DHA-WYNBERG;1;1;0.0014538206894779595
CPT3-PE2;1;1;0.0014538206894780025
PZB-GREY1-TSN383-DUTI;2;1;0.05716059876039187
PZB1-PE1;2;3;0.11432119752078379
PZB-GREY1-TSN384-SANBIP;2;1;0.05716059876039195
PZB-GREY1-TSN193-UNISAP;2;2;0.0857408981405879
PZB-GREY1-TSN385-CGSP;2;2;0.08574089814058793
PZB-GREY1-TSN10-DUTRC;2;1;0.05716059876039196
BFN-GREY1-TSN242-UFSSC;1;2;0.002907641378956629
BFN-GREY1-TSN245-UFSPELH;1;1;0.0014538206894783134
ELS-GREY1-TSN108-WSU-CHS;1;2;0.0029076413789557677
ELS3-PE1;1;2;0.002907641378955921
ELS-GREY1-TSN177-UNISAE;1;1;0.0014538206894778648
ELS-GREY1-TSN393-WSU-CAM;2;1;0.0029076413789561697
ELS2-PE1;2;1;0.002907641378956178
ELS1-PE1;2;4;0.007269103447390329
PTA-GREYN2-TSN395-TUT-ZET;1;2;0.03202329180816277
PTA-GREYN2-TSN141-UPGC;1;1;0.016011645904081377
PTA-GREYN2-TSN254-UP-HILL-PE;1;1;0.016011645904081342
PTA-GREYN1-TSN354-TUT-MONITOR;1;1;0.2150234252106371
PTA-GREYN1-TSN74-UP-MED-PE;1;1;0.2150234252106371
PTA-GREYN1-TSN391-TUT-KOSMOS;1;2;0.11302548358157638
PTA-GREYN1-TSN203-UNISA-SN;1;1;0.05651274179078813
PTA-GREYN1-TSN353-TUT-TEMPO;1;2;0.11302548358157642
PTA-GREYN1-TSN315-BREYTEN;1;1;0.05651274179078813
PTA-GREYN1-TSN161-TUT-SOSN;1;2;0.1573814305838077
PTA-GREYN1-TSN162-TUT-SOSS;1;1;0.07869071529190381
PTA-GREYN1-TSN49-TUT-ERC-GAR;1;2;0.15738143058380774
PTA-GREYN1-TSN389-SMU-MC-PE;1;1;0.07869071529190386
PTA-CSIR-SCALAB;1;1;0.03658168530361482
PTA1-PE1;1;4;0.1463267412144595
KRO-TSN182-UNISAKRO;2;1;0.002907641378954981
VDP-GREY2-TSN598-VUT-EMF;2;1;0.002907641378957334
CPT-GREYBEL1-TSN493-CGSB;1;2;0.45800918265578805
CPT-GREYBEL1-TSN585-UWC-FCHS;1;1;0.2290045913278941
CPT-GREYBEL1-TSN34-CPUTB;1;1;0.2290045913278941
DBN-GREY1-TSN375-SANBI;1;2;0.14587470817594644
DBN-GREY1-TSN11-DUTS;1;1;0.07293735408797307
DUR1-PE1;1;2;0.14587470817594664
DBN-GREY1-TSN150-DUTB;1;2;0.0186459355623652
DBN-GREY1-TSN132-MRC;1;2;0.018645935562365216
DBN-GREY1-TSN222-TIA-PWC;1;1;0.009322967781182606
DBN-GREY1-TSN662-CAPRISA-KDH;1;1;0.0093229677811826
DBN-GREY1-TSN13-CAO;1;2;0.14587470817595508
DUR2-PE1;1;2;0.1458747081759543
DBN-GREY1-TSN366-UKZNE-PE;1;1;0.0729373540879776
DBN-GREY1-TSN97-CSIR;1;2;0.14587470817595294
ZEE1-OR1;2;1;0.002907641378957168
ZEH1-PE1;2;3;0.005815282757914095
RCB-TSN596-WRLHS-ALTSO;1;2;0.2758120643588537
RCB-TSN20-AHRI-SOM-1;1;1;0.13790603217942682
RCB-TSN116-UZ-RCB-PE;1;1;0.1379060321794268
VDP-GREY1-TSN90-VUTMC;1;1;0.0014538206894786053
CPT-GREYSLB1-TSN292-ARCINFR;1;1;0.001922875637876497
CPT-GREYSLB1-TSN79-SUN;1;1;0.0019228756378764909
PTD-TSN216-WSU-PTD-PE;1;1;0.001453820689478076
BIY-TSN65-UFH-BHISHO-PE;2;1;0.002907641378955997
UTE-TSN12-WSU-B-PE;1;1;0.0014538206894780608
PTA-GREYS3-TSN250-TIAMHO;1;2;0.07316337060723004
PTA-GREYS3-TSN403-ASSAF;1;2;0.07316337060722992
PTA-TSN455-SITA-CENT-PE;1;1;0.036581685303615025
LCD-TSN186-UNISAM;1;1;0.005077195455057053
THY-TSN87-UNIVEN-MC-PE;1;1;0.005077195455057057
ALC-TSN64-UFHA;2;1;0.00290764137895591
GRH1-PE1;2;1;0.002907641378955918
GRH1-PE2;1;1;0.0014538206894779153
MFK-TSN32-NWUM;1;1;0.0014538206894784088
MFK1-PE1;1;2;0.002907641378956869
KIM-TSN345-SPU-NC-PE;1;1;0.001453820689478543
ZEH-TSN938-DHA-POTCH;1;1;0.0014538206894785567
PTA-GREYS3-TSN8-CHE;1;2;0.07316337060722986
PTA-GREYS2-TSN299-ARCIAE;1;2;0.06391776165339898
PTA-GREYN1-TSN298-ARCOVI;1;2;0.07316337060722963
PTA-GREYN1-TSN75-UPO;1;1;0.03658168530361481
PTA-CSIR-TWR;1;1;0.03658168530361485
CPT-GREYSS1-TSN144-CPUTGSH;1;2;0.0029076413789554507
CPT-GREYSS1-TSN273-CPUTGSR;1;1;0.0014538206894776592
CPT-GREYSS1-TSN768-UCTCAN;1;2;0.0029076413789558375
CPT-GREYSS1-TSN272-UCTDOR;1;3;0.0043614620684339815
CPT-GREYSS1-TSN169-UCTRHR;1;1;0.0014538206894780352
