Node;Closeness Centrality
MTZ1-IR1;0.29436769394261425
ISD1-PE1;0.29096638655462187
CPT1-IR1;0.2846865364850976
DUR3-PE1;0.2846865364850976
CPT3-PE1;0.2832310838445808
JNB2-PE1;0.2737154150197628
PTA1-PE1;0.2608286252354049
ISD1-PE2;0.26009389671361505
PTA2-PE1;0.2576744186046512
HLA1-PE1;0.2552995391705069
BFN3-PE1;0.2538955087076077
DUR1-PE1;0.2504520795660036
CPT2-PE1;0.24954954954954955
BFN1-PE1;0.24732142857142858
LDN1-IR1;0.24469964664310953
CPT3-PE2;0.2436235708003518
CPT-TSN793-NSFAS-CBD;0.24298245614035088
JNB1-PE1;0.2410791993037424
ELS1-PE1;0.23899913718723037
AMS1-IR1;0.23654995730145176
BFN2-PE1;0.23102585487906588
RCB1-PE1;0.22873658133773742
AMS1-IR1-AMS1-PR2;0.22873658133773742
ELS3-PE1;0.22854785478547854
JNB-NHLS-TSN677-SAND;0.22798353909465022
MTZ1-IR1-MTZ1-RR1;0.2276088742810189
CPT6-PE1;0.22723543888433143
