Node;Core Strength
CPT3-PE1;15
CPT1-IR1;7
PTA1-PE1;6
MTZ1-IR1;6
CPT2-PE1;5
DUR3-PE1;5
ELS1-PE1;5
DUR2-PE1;5
VDP1-PE1;4
PZB1-PE1;4
ELS3-PE1;4
CPT6-PE1;4
CPT-GREYSS1-TSN145-CPUTM;3
BFN3-PE1;3
BFN1-PE1;3
JNB2-PE1;3
PLZ1-PE1;3
ZEH1-PE1;3
JNB5-TSN249;3
NC-SKA-TSN238-KLE;3
DBN-GREY1-TSN498-CAPRISA-ECRS;2
