Node;Core Strength
CPT3-PE1;25
PTA1-PE1;18
CPT1-IR1;16
DUR3-PE1;14
JNB2-PE1;11
PTA2-PE1;11
ISD1-PE1;10
CPT2-PE1;8
PZB1-PE1;8
MTZ1-IR1;7
BFN1-PE1;6
ISD1-PE2;6
ELS1-PE1;6
DUR2-PE1;6
ZEH1-PE1;6
JNB1-PE1;6
JNB3-PE1;5
VDP1-PE1;5
DUR1-PE1;5
UTT-TSN86-WSU-NMD-PE;4
ELS3-PE1;4
ELS2-PE1;4
HLA1-PE1;4
LAB-PTA-MX10K;4
CPT-GREYSS1-TSN145-CPUTM;3
CPT-GREYSS1-TSN39-SAAO;3
