Node;Core Number;Core Strength;Core Influence
CPT-GREYSS1-TSN272-UCTDOR;2;2;1
CPT-GREYSS1-TSN169-UCTRHR;2;3;4
CPT-GREYBEL1-TSN174-UNIBEL;2;1;1
CPT-GREYBEL1-TSN22-MRCCPT-PE;2;3;3
CPT-GREYBEL1-TSN812-UWC-DIH;2;1;2
CPT-GREYBEL1-TSN278-UWCT;2;1;1
CPT-GREYBEL1-TSN147-CPUTT;2;2;2
CPT-GREYBEL1-TSN208-USTYG;2;1;1
CPT6-PE1;2;4;1
CPT-GREYBEL1-TSN487-MRCN;2;1;0
CPT-GREYCBD1-TSN650-NLSA-CFB;2;1;0
CPT-GREYCBD1-TSN24-NLSA;2;2;2
CPT-GREYCBD1-TSN18-IZMU;2;2;2
CPT-GREYCBD2-TSN143-CPUTGB;2;1;2
CPT-GREYCBD2-TSN109-SANAP;2;1;1
CPT-GREYCBD2-TSN215-HSRCCPT;2;1;1
CPT-GREYCBD2-TSN164-UCTBS;2;2;1
CPT-GREYCBD1-TSN275-MCM;2;1;2
CPT-GREYCBD1-TSN641-SAEON;2;1;1
CPT-GREYCBD1-TSN490-CPGR;2;1;1
CPT-GREYCBD1-TSN4-CPUTCPT;2;2;3
CPT-GREYCBD1-TSN276-CPUTOPT;2;1;1
CPT-GREYCBD1-TSN163-UCT-HID;2;2;2
CPT-GREYCBD1-TSN277-CPUTB;2;1;1
CPT-GREYSS2-TSN271-UCTRBG;2;2;2
CPT-GREYSS2-TSN800-UWC-CASAS;2;1;0
CPT-GREYSS2-TSN168-UCTRCCH;2;1;2
CPT-GREYSS2-TSN167-UCTRMH;2;1;1
JNB5-TSN249;2;2;1
SDT-TSN535-UCT-GSB;2;1;1
JNB1-PE1;2;6;3
NC-SKA-TSN239-LOS;2;1;0
NC-SKA-TSN238-KLE;2;2;1
LOS-TSN239-SKA-LOS-PE;2;2;1
KLE-TSN238-SKA-KLE-PE;2;2;0
CPT5-PE1;2;3;2
CPT-GREYSLB1-TSN235-ILABS-FAURE-PE2;2;1;1
CPT8-PE1;2;1;0
CPT-GREYSS1-TSN804-SKAO-BRP;2;1;0
PTA-TSN15-HARTRAO;1;1;0
HLA1-PE1;2;4;2
PTA-GREYS1-TSN301-DST;2;1;1
PTA-GREYS1-TSN30-NRF;2;1;1
PTA-GREYS2-TSN158-TUT-ARCADIA;2;1;1
PTA-GREYS2-TSN38-SAASTA;2;1;2
PTA2-PE1;2;11;9
PTA-GREYS2-TSN29-ZOO;2;1;2
PTA-GREYS2-TSN410-TUT-BAE;2;1;2
PTA-GREYS2-TSN159-TUT-ARTS;2;1;1
PTA3-PE1;2;1;0
PTA-GREYN1-TSN184-UNISA-LTC;2;1;2
PTA-GREYN1-TSN200-UNISA-SSE;2;1;2
PTA-GREYN1-TSN201-UNISA-SSW;2;1;2
PTA-GREYN1-TSN204-UNISA-SRB;2;1;2
PTA-GREYN1-TSN538-TUT-ADT;2;1;1
PTA4-PE1;2;1;0
PTA-GREYN2-TSN282-INNHUB;2;1;0
MTZ1-IR1;3;7;4
MTZ1-IR1-MTZ1-RR1;1;1;0
AMS1-IR1;3;2;3
RCB1-PE1;2;1;1
AMS1-IR1-AMS1-PR2;3;1;2
ISD1-PE1-ISD1-RR1;1;1;0
LDN1-IR1-LDN1-PR1;1;1;0
LDN1-IR1-LDN1-PR2;3;1;2
DUR-TSN19-MUT;2;1;0
BFN-GREY1-TSN173-UNISAB;1;1;0
KIM-TSN760-SPUC;2;1;1
PZB-TSN534-HSRC-SW;1;1;0
PZB-TSN670-ARC-CACWL;1;1;0
PZB-TSN267-SAEON-GWFN;1;1;0
PTA-GREYS2-TSN660-NSF-NDI;2;1;1
LAB-PTA-MX10K;1;4;3
PTA-TSN397-ARCPPRI;1;1;0
POL1-PE1;2;3;2
NLP-TSN344-UMP-DC2-PE;2;2;2
RSB1-PE1;2;1;1
PTA-GREYS3-TSN259-SAWS;2;1;0
WIT-TSN160-TUT-WIT-PE;2;1;1
PTA-GREYS2-TSN409-TUT-SKINNER-PE;2;2;2
CPT-GREYSLB1-TSN103-CSIR;1;1;0
JNB-NHLS-TSN677-SAND;2;1;0
JNB-TSN76-UNISA-FLORIDA-PE;2;2;1
JNB-TSN251-GIBS;2;1;1
JNB-TSN949-GIBS-NORTH;2;1;2
JNB-GREY2-TSN171-UJSO;2;1;0
UTT-TSN362-WSU-MHRC;1;1;0
UTT-TSN189-UNISA-MTH;1;1;0
AMS1-IR1-AMS1-PR1;1;1;0
POL-GREY1-TSN56-TUT-POLC;2;3;3
POL-GREY1-TSN309-UNISA-PHUB;2;1;0
POL-GREY1-TSN313-UL-POLH;2;1;0
POL-GREY1-TSN194-UNISA-PLIB;2;2;1
LAB-PTA-SAST;1;1;0
LAB-PTA-IXR;1;1;0
LAB-PTA-MX204;1;1;0
JNB-GREY2-TSN659-WITS-CLMDC;2;1;0
HLA1-TSN294-NECSA-1;2;1;0
CPT-GREYBEL1-TSN207-USBS-PE;2;1;2
JNB-GREY-TSN285-WITS-RMH;2;1;1
JNB-GREY-TSN284-WITS-HJH;2;1;1
ISD1-PE2-ISD1-PR3;1;1;0
JNB-TSN199-UNISA-SBL-PE;2;1;0
JNB-GREY1-TSN690-NHLS-BRAAM;2;1;0
CPT-GREYSS2-TSN788-UCTSHAW;2;1;0
CPT-GREYSS2-TSN165-UCTLGR;2;2;1
CPT1-IR1-CPT1-PR1;1;1;0
CPT1-IR1-CPT1-RR1;1;1;0
CPT1-LG1;1;1;0
DUR3-PE1-DUR3-PR1;1;1;0
DBN-GREY1-TSN231-UKZNW-PE;1;1;0
NLP1-PE1;2;2;2
NLP-TSN537-ARC-ITSC;1;1;0
DBN-TSN935-DHA-UMGENI;1;1;0
TLP-TSN83-UL-TLP-PE;2;1;1
UTT-TSN363-WSU-ZAM;1;1;0
PTA-TSN940-DHA-SOSH;1;1;0
CPT-TENET-LAB-ALU-2;2;1;2
LAB-MX204-JNB1;2;1;2
THY-TSN87-UNIVEN-SSB;1;1;0
PTA-GREYN1-TSN399-TUT-ZAR;2;1;0
PTA-GREYS2-TSN355-TUT-LEGAE;2;1;1
PTA-GREYS2-TSN16-HSRC-MC;2;1;2
PTA-GREYS2-TSN262-ARCISCW;2;1;1
PTA-GREYS2-TSN300-DAFF;2;1;1
PTA-GREYS2-TSN263-MRC-MC-PE;2;2;2
PTA-GREYN1-TSN27-NLSA-PTA;2;1;1
NLP-TSN946-UMP-DC1-PE;2;1;1
PTA-TSN377-ARC-IRENE-PE;1;1;0
CPT-TENET-LAB-ALU-1;2;1;2
