Node;Betweeness Centrality
DBN-GREY1-TSN498-CAPRISA-ECRS;0.003132832080200501
DBN-GREY1-TSN497-CAPRISA-DDMRI;0.0018796992481203006
DBN-GREY1-TSN151-DUTC;0.0
DBN-GREY1-TSN176-UNISAM;0.0
DBN-GREY1-TSN232-NMMS;0.0
CPT-GREYSS1-TSN500-CPUTSPR;0.0
CPT-GREYSS1-TSN145-CPUTM;0.0
CPT4-PE1;0.013784461152882205
CPT1-IR1;0.0
TENET-TSN118-AIMS;0.02631578947368421
CPT-GREYSS1-TSN495-UCTVH;0.0
CPT-GREYSS1-TSN39-SAAO;0.013784461152882205
JNB-GREY2-TSN99-CSMI;0.0
JNB-GREY2-TSN42-UJBU;0.008771929824561403
JNB3-PE1;0.0
JNB-GREY2-TSN42-UJBU-2;0.0
JNB-GREY2-TSN295-CSIR-CTF;0.007518796992481203
JNB-GREY1-TSN110-WITSE;0.006265664160401002
JNB-GREY1-TSN112-WITSM;0.0037593984962406013
JNB-TSN44-UJ-DF-PE;0.0
HMS-TSN28-SANSA;0.013784461152882205
GRJ-TSN459-NMU-GC;0.02631578947368421
CPT2-PE1;0.0
VDP-GREY2-TSN484-DFA-VDBP;0.0006265664160401002
VDP-GREY2-TSN139-NWUFAR;0.0
VDP1-PE1;0.0
CPT-GREYSS1-TSN463-DFA-PLN;0.03884711779448621
CPT3-PE1;0.13721804511278196
CPT1-LAB1;0.0
TENET-TSN470-DFA-WYN;0.03759398496240601
TERACO-TSN462-RDB;0.013784461152882205
SLB-TSN750-DOA-ELSEN;0.0
PHU-TSN247-UFSQ;0.0018796992481203006
BTH-TSN504-ARC-SGI;0.0
DUR3-PE1;0.0
WEL1-PE1;0.0
PTA-GREYS2-TSN499-DFASAMCOR;0.0018796992481203006
PTA-GREYS2-TSN257-SANBI;0.0
PTA-GREYS2-TSN260-CGS;0.0
PTA-GREYS2-TSN509-UP-MAMC;0.0
BFN2-PE1;0.05137844611528822
BFN3-PE1;0.05639097744360902
BFN1-PE1;0.0
BFN-GREY1-TSN246-UFSPSY;0.0
BFN-GREY1-TSN244-UFSNATH;0.0
JNB2-PE1;0.0
PTA-GREYS2-TSN40-USAF;0.0006265664160401002
PTA-GREYS2-TSN973-UNIVEN-COL;0.0
PTA-GREYS2-TSN261-ARC-HO-PE;0.0
UTW-TSN468-WSUQ;0.0006265664160401002
UTT-TSN86-WSU-NMD-PE;0.0
WTS-TSN467-WSUW;0.0
PLZ1-PE1;0.0
ISD1-PE1-ISD1-PR1;0.0
ISD1-PE1;0.0
CPT7-PE1;0.0
CPT-TSN793-NSFAS-CBD;0.0
CPT3-PE1-CPT3-PR1;0.0
