Node;Betweeness Centrality
DBN-GREY1-TSN498-CAPRISA-ECRS;0.0008653513326410524
DBN-GREY1-TSN497-CAPRISA-DDMRI;0.0005192107995846313
DBN-GREY1-TSN151-DUTC;0.0
DBN-GREY1-TSN176-UNISAM;0.0
DBN-GREY1-TSN232-NMMS;0.0
CPT-GREYSS1-TSN500-CPUTSPR;0.0
CPT-GREYSS1-TSN145-CPUTM;0.0
CPT4-PE1;0.00017307026652821047
CPT1-IR1;0.00744202146071305
TENET-TSN118-AIMS;0.00017307026652821047
CPT-GREYSS1-TSN495-UCTVH;0.0
CPT-GREYSS1-TSN39-SAAO;0.007788161993769471
JNB-GREY2-TSN99-CSMI;0.0
JNB-GREY2-TSN42-UJBU;0.0024229837313949464
JNB3-PE1;0.0
JNB-GREY2-TSN42-UJBU-2;0.0
JNB-GREY2-TSN295-CSIR-CTF;0.0020768431983385254
JNB-GREY1-TSN110-WITSE;0.0017307026652821048
JNB-GREY1-TSN112-WITSM;0.0010384215991692627
JNB-TSN44-UJ-DF-PE;0.0
HMS-TSN28-SANSA;8.653513326410523e-05
GRJ-TSN459-NMU-GC;0.0038940809968847356
CPT2-PE1;0.003721010730356525
VDP-GREY2-TSN484-DFA-VDBP;8.653513326410523e-05
VDP-GREY2-TSN139-NWUFAR;8.653513326410523e-05
VDP1-PE1;8.653513326410523e-05
CPT-GREYSS1-TSN463-DFA-PLN;0.02267220491519557
CPT3-PE1;0.16952232606438214
CPT1-LAB1;0.0
TENET-TSN470-DFA-WYN;0.00744202146071305
TERACO-TSN462-RDB;0.007788161993769471
SLB-TSN750-DOA-ELSEN;0.0
PHU-TSN247-UFSQ;0.022412599515403257
BTH-TSN504-ARC-SGI;0.00380754586362063
DUR3-PE1;0.029075804776739357
WEL1-PE1;0.00380754586362063
PTA-GREYS2-TSN499-DFASAMCOR;0.0005192107995846313
PTA-GREYS2-TSN257-SANBI;0.0
PTA-GREYS2-TSN260-CGS;0.0
PTA-GREYS2-TSN509-UP-MAMC;0.0
BFN2-PE1;0.04361370716510904
BFN3-PE1;0.047248182762201454
BFN1-PE1;0.01523018345448252
BFN-GREY1-TSN246-UFSPSY;0.0
BFN-GREY1-TSN244-UFSNATH;0.0
JNB2-PE1;0.0
PTA-GREYS2-TSN40-USAF;0.00017307026652821047
PTA-GREYS2-TSN973-UNIVEN-COL;0.0
PTA-GREYS2-TSN261-ARC-HO-PE;0.0
UTW-TSN468-WSUQ;0.00017307026652821047
UTT-TSN86-WSU-NMD-PE;0.0
WTS-TSN467-WSUW;0.0
PLZ1-PE1;0.0
ISD1-PE1-ISD1-PR1;0.0
ISD1-PE1;0.007788161993769471
CPT7-PE1;0.0
CPT-TSN793-NSFAS-CBD;0.0
CPT3-PE1-CPT3-PR1;0.0
CPT3-PE1-CPT3-PR2;0.0
PLZ2-PE1;0.0
NC-SAAO-TSN91-SUTH;0.0
LDN1-IR1;0.0
ISD1-PE2;0.0
SMT-TSN590-IMT;0.0
CAR-TSN237-SKA-CAR-PE;0.0
CPT-GREYSLB1-TSN235-ILABS-FAURE-PE1;0.0
CPT-GREYSS2-TSN170-UCTSSI;0.0
CPT-GREYSS2-TSN270-UCTGSR;0.0
CPT9-PE1;0.0
CPT-GREYSS2-TSN236-SARAO-PE;0.0
CPT-TSN943-DHA-WYNBERG;0.0
CPT3-PE2;0.0
PZB-GREY1-TSN383-DUTI;0.00014422522210684206
PZB1-PE1;0.000634590977270105
PZB-GREY1-TSN384-SANBIP;8.653513326410523e-05
PZB-GREY1-TSN193-UNISAP;0.0003749855774777893
PZB-GREY1-TSN385-CGSP;0.00014422522210684206
PZB-GREY1-TSN10-DUTRC;0.0
BFN-GREY1-TSN242-UFSSC;0.007788161993769471
BFN-GREY1-TSN245-UFSPELH;0.0
ELS-GREY1-TSN108-WSU-CHS;0.00017307026652821047
ELS3-PE1;0.0
ELS-GREY1-TSN177-UNISAE;0.0
ELS-GREY1-TSN393-WSU-CAM;0.00017307026652821047
ELS2-PE1;0.0
ELS1-PE1;0.0
PTA-GREYN2-TSN395-TUT-ZET;0.00017307026652821047
PTA-GREYN2-TSN141-UPGC;0.0
PTA-GREYN2-TSN254-UP-HILL-PE;0.0
PTA-GREYN1-TSN354-TUT-MONITOR;0.0
PTA-GREYN1-TSN74-UP-MED-PE;0.0
PTA-GREYN1-TSN391-TUT-KOSMOS;0.00034614053305642093
PTA-GREYN1-TSN203-UNISA-SN;0.0
PTA-GREYN1-TSN353-TUT-TEMPO;0.00034614053305642093
PTA-GREYN1-TSN315-BREYTEN;0.0
PTA-GREYN1-TSN161-TUT-SOSN;0.00034614053305642093
PTA-GREYN1-TSN162-TUT-SOSS;0.0
PTA-GREYN1-TSN49-TUT-ERC-GAR;0.00034614053305642093
PTA-GREYN1-TSN389-SMU-MC-PE;0.0
PTA-CSIR-SCALAB;0.0
PTA1-PE1;0.0
KRO-TSN182-UNISAKRO;8.653513326410523e-05
VDP-GREY2-TSN598-VUT-EMF;8.653513326410523e-05
CPT-GREYBEL1-TSN493-CGSB;0.00017307026652821047
CPT-GREYBEL1-TSN585-UWC-FCHS;0.0
CPT-GREYBEL1-TSN34-CPUTB;0.0
DBN-GREY1-TSN375-SANBI;0.00017307026652821047
DBN-GREY1-TSN11-DUTS;0.0
DUR1-PE1;0.0
