Node;Betweeness Centrality
DBN-GREY1-TSN498-CAPRISA-ECRS;0.0027208416470161437
DBN-GREY1-TSN497-CAPRISA-DDMRI;0.0027208416470161437
DBN-GREY1-TSN151-DUTC;0.0021766733176129148
DBN-GREY1-TSN176-UNISAM;0.0
DBN-GREY1-TSN232-NMMS;0.002539452203881734
CPT-GREYSS1-TSN500-CPUTSPR;0.0
CPT-GREYSS1-TSN145-CPUTM;0.020043533466352258
CPT4-PE1;9.069472156720479e-05
CPT1-IR1;0.006620714674405949
TENET-TSN118-AIMS;9.069472156720479e-05
CPT-GREYSS1-TSN495-UCTVH;0.0
CPT-GREYSS1-TSN39-SAAO;0.006802104117540359
JNB-GREY2-TSN99-CSMI;0.0
JNB-GREY2-TSN42-UJBU;0.001269726101940867
JNB3-PE1;0.0
JNB-GREY2-TSN42-UJBU-2;0.0
JNB-GREY2-TSN295-CSIR-CTF;0.0010883366588064574
JNB-GREY1-TSN110-WITSE;0.0009069472156720479
JNB-GREY1-TSN112-WITSM;0.0005441683294032287
JNB-TSN44-UJ-DF-PE;0.0
HMS-TSN28-SANSA;0.00036277888626881915
GRJ-TSN459-NMU-GC;0.003234778402563638
CPT2-PE1;0.046647318459399
VDP-GREY2-TSN484-DFA-VDBP;0.003355704697986577
VDP-GREY2-TSN139-NWUFAR;4.534736078360239e-05
VDP1-PE1;0.02753340588911059
CPT-GREYSS1-TSN463-DFA-PLN;0.020043533466352258
CPT3-PE1;0.19933188221778822
CPT1-LAB1;0.0
TENET-TSN470-DFA-WYN;0.006620714674405949
TERACO-TSN462-RDB;0.006802104117540359
SLB-TSN750-DOA-ELSEN;0.0
PHU-TSN247-UFSQ;0.01990749138400145
BTH-TSN504-ARC-SGI;0.003355704697986577
DUR3-PE1;0.07253310357337203
WEL1-PE1;0.003355704697986577
PTA-GREYS2-TSN499-DFASAMCOR;0.0009976419372392526
PTA-GREYS2-TSN257-SANBI;0.0
PTA-GREYS2-TSN260-CGS;0.0010883366588064574
PTA-GREYS2-TSN509-UP-MAMC;0.0
BFN2-PE1;0.05988118991474696
BFN3-PE1;0.0562382852651309
BFN1-PE1;0.050229759961303556
BFN-GREY1-TSN246-UFSPSY;0.0
BFN-GREY1-TSN244-UFSNATH;0.0
