Node;Core Strength
CPT3-PE1;26
PTA1-PE1;9
MTZ1-IR1;9
CPT1-IR1;7
ELS1-PE1;7
DUR2-PE1;6
ZEH1-PE1;6
CPT2-PE1;5
VDP1-PE1;5
DUR3-PE1;5
BFN1-PE1;5
ELS3-PE1;5
BFN2-PE1;4
JNB2-PE1;4
LDN1-IR1;4
CPT6-PE1;4
CPT-GREYSS1-TSN145-CPUTM;3
CPT-GREYSS1-TSN39-SAAO;3
BFN3-PE1;3
PLZ1-PE1;3
ISD1-PE1;3
