Node;Core Influence
CPT3-PE1;14
PTA1-PE1;13
CPT1-IR1;11
DUR3-PE1;7
PZB1-PE1;7
PTA2-PE1;7
CPT2-PE1;6
ISD1-PE1;5
ELS1-PE1;5
CPT-GREYSS1-TSN39-SAAO;4
VDP1-PE1;4
BFN1-PE1;4
JNB2-PE1;4
DUR2-PE1;4
ZEH1-PE1;4
JNB1-PE1;4
MTZ1-IR1;4
POL-GREY1-TSN56-TUT-POLC;4
DBN-GREY1-TSN498-CAPRISA-ECRS;3
JNB3-PE1;3
PTA-GREYS2-TSN260-CGS;3
BFN3-PE1;3
LDN1-IR1;3
ISD1-PE2;3
ELS2-PE1;3
CPT-GREYCBD1-TSN4-CPUTCPT;3
