Node;Core Strength
CPT3-PE1;7
BFN2-PE1;5
DBN-GREY1-TSN498-CAPRISA-ECRS;3
CPT-GREYSS1-TSN463-DFA-PLN;3
PHU-TSN247-UFSQ;3
