Node;Degree Centrality
CPT3-PE1;0.1467391304347826
ELS1-PE1;0.043478260869565216
ZEH1-PE1;0.03804347826086957
CPT1-IR1;0.03260869565217391
VDP1-PE1;0.03260869565217391
ELS3-PE1;0.03260869565217391
CPT2-PE1;0.02717391304347826
BFN2-PE1;0.02717391304347826
CPT6-PE1;0.02717391304347826
JNB-GREY2-TSN42-UJBU;0.021739130434782608
DUR3-PE1;0.021739130434782608
BFN1-PE1;0.021739130434782608
JNB2-PE1;0.021739130434782608
PZB1-PE1;0.021739130434782608
PTA1-PE1;0.021739130434782608
CPT5-PE1;0.021739130434782608
DBN-GREY1-TSN498-CAPRISA-ECRS;0.016304347826086956
DBN-GREY1-TSN151-DUTC;0.016304347826086956
