Node;Closeness Centrality
MTZ1-IR1;0.2968085106382979
ISD1-PE1;0.29430379746835444
DUR3-PE1;0.28703703703703703
CPT1-IR1;0.28615384615384615
CPT3-PE1;0.28556806550665303
JNB2-PE1;0.2756916996047431
PTA1-PE1;0.2627118644067797
ISD1-PE2;0.26221804511278196
PTA2-PE1;0.26026119402985076
HLA1-PE1;0.257380073800738
BFN3-PE1;0.25572868927589365
DUR1-PE1;0.25203252032520324
CPT2-PE1;0.25112511251125114
BFN1-PE1;0.24822064056939502
CPT3-PE2;0.2471213463241807
LDN1-IR1;0.24624889673433362
CPT-TSN793-NSFAS-CBD;0.24452234881682736
JNB1-PE1;0.24303135888501742
ELS1-PE1;0.24031007751937986
AMS1-IR1;0.2380546075085324
BFN2-PE1;0.23230641132389676
RCB1-PE1;0.2301980198019802
AMS1-IR1-AMS1-PR2;0.2301980198019802
ELS3-PE1;0.23000824402308326
JNB-NHLS-TSN677-SAND;0.23000824402308326
JNB-TSN199-UNISA-SBL-PE;0.2294407894736842
MTZ1-IR1-MTZ1-RR1;0.229064039408867
DUR2-PE1;0.2285012285012285
