Node;Core Influences
1;0.5601120336112042
6;0.4200840252084027
5;0.4200840252084025
7;0.2800560168056026
8;0.28005601680560244
4;0.28005601680560155
2;0.14002800840280116
3;0.140028008402801
11;0.14002800840280083
10;0.14002800840280075
9;0.1400280084028007
