Node;Betweeness Centrality
CPT3-PE1;0.19933188221778822
ELS1-PE1;0.07528417679424394
DUR3-PE1;0.07253310357337203
BFN2-PE1;0.05988118991474696
BFN3-PE1;0.0562382852651309
BFN1-PE1;0.050229759961303556
CPT2-PE1;0.046647318459399
ZEH1-PE1;0.04082018259870609
CPT-GREYSS1-TSN272-UCTDOR;0.03854525666606203
JNB2-PE1;0.030065300199528393
VDP1-PE1;0.02753340588911059
CPT-GREYSS1-TSN768-UCTCAN;0.026120079811354977
CPT-GREYSS1-TSN145-CPUTM;0.020043533466352258
CPT-GREYSS1-TSN463-DFA-PLN;0.020043533466352258
PHU-TSN247-UFSQ;0.01990749138400145
