Node;Core Influences
20;0.06711560552140221
25;0.06711560552140239
2;0.0671156055214024
24;0.0671156055214024
26;0.06711560552140242
27;0.06711560552140242
9;0.13423121104280206
10;0.1342312110428021
3;0.13423121104280217
5;0.13423121104280297
11;0.13423121104280342
22;0.1342312110428046
21;0.134231211042805
16;0.13423121104280505
23;0.13423121104280505
6;0.13423121104280528
19;0.13423121104280655
13;0.13423121104280675
17;0.1342312110428076
12;0.1342312110428085
18;0.13423121104280858
14;0.13423121104280905
4;0.2013468165642034
7;0.20134681656420775
15;0.40269363312841333
1;0.46980923864981666
8;0.4698092386498183
