graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
cpt,betweeness,68,0.00141,20.20588,1.97059,1.36439,-0.00273,11.27941,-3.72059,-0.80427
cpt,closeness,68,0.00829,10.45588,1.98529,1.88001,0.00415,1.52941,-3.70588,-0.28866
cpt,core influence,68,0.00141,20.88235,2.94118,1.46113,-0.00273,11.95588,-2.75,-0.70753
cpt,degree,68,0.00141,20.79412,2.85294,1.49268,-0.00273,11.86765,-2.83824,-0.67598
cpt,random,68,0.00414,8.92647,5.69118,2.16866,0.0,0.0,0.0,0.0
