graph,strategy,step,num_edges_added_this_step,edges_added,nr_aG_baseline,nr_e0_mult_baseline,nr_e1_mult_baseline,nr_CIS_baseline,nr_aG_before,nr_e0_mult_before,nr_e1_mult_before,nr_CIS_before,nr_aG_after,nr_e0_mult_after,nr_e1_mult_after,nr_CIS_after,nr_cumAUC_aG,nr_cumAUC_e0_mult,nr_cumAUC_e1_mult,nr_cumAUC_CIS,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
isis-links.json,mrkc_heuristic,1,10,AMS1-IR1-AMS1-PR1--CPT3-PE1;BFN-GREY1-TSN173-UNISAB--CPT3-PE1;BFN-GREY1-TSN246-UFSPSY--CPT3-PE1;CPT-GREYSLB1-TSN103-CSIR--CPT3-PE1;CPT-GREYSLB1-TSN292-ARCINFR--CPT3-PE1;CPT-GREYSS1-TSN495-UCTVH--CPT3-PE1;CPT-GREYSS1-TSN500-CPUTSPR--CPT3-PE1;CPT-TSN943-DHA-WYNBERG--PTA1-PE1;CPT1-IR1-CPT1-PR1--CPT3-PE1;CPT1-IR1-CPT1-RR1--CPT3-PE1,0.02468,1,23,4.25,0.02468,1,23,4.25,0.02637,1,20,4.25,0.02553,1.0,21.5,4.25,0.02468,0.02637,0.00169,0.02468,9e-05,71.48029,7.0,1.29598,-0.00049,46.44086,-10.63441,-1.19343,0.00965,37.319,8.14337,1.54286,0.00907,12.27957,-9.49104,-0.94654,0.00019,65.75269,10.67742,1.62088,-0.00039,40.71326,-6.95699,-0.86853,9e-05,76.55556,8.05735,1.32289,-0.00049,51.51613,-9.57706,-1.16652,0.00058,25.03943,17.63441,2.4894,0.0,0.0,0.0,0.0
isis-links.json,mrkc_heuristic,2,10,CPT1-LG1--CPT3-PE1;CPT3-PE1-CPT3-PR1--PTA1-PE1;CPT3-PE1-CPT3-PR2--PTA1-PE1;CPT9-PE2--CPT3-PE1;DBN-TSN935-DHA-UMGENI--CPT3-PE1;DUR3-PE1-DUR3-PR1--CPT3-PE1;ISD1-PE1-ISD1-PR1--CPT3-PE1;ISD1-PE1-ISD1-RR1--CPT3-PE1;ISD1-PE2-ISD1-PR3--CPT3-PE1;LCD-TSN186-UNISAM--CPT3-PE1,0.02468,1,23,4.25,0.02637,1,20,4.25,0.02814,1,15,4.32143,0.0264,1.0,19.33333,4.27381,0.02637,0.02814,0.00177,0.02468,0.0001,69.56631,7.22222,1.30084,-0.0001,45.03943,-8.04301,-1.34798,0.00966,34.99283,8.1147,1.55147,0.00946,10.46595,-7.15054,-1.09736,0.00039,62.81362,12.11828,1.6569,0.00019,38.28674,-3.14695,-0.99193,0.0001,75.87455,8.1362,1.33345,-0.0001,51.34767,-7.12903,-1.31538,0.0002,24.52688,15.26523,2.64882,0.0,0.0,0.0,0.0
isis-links.json,mrkc_heuristic,3,10,LDN1-IR1-LDN1-PR1--CPT3-PE1;MFK-TSN32-NWUM--CPT3-PE1;MTZ1-IR1-MTZ1-RR1--CPT3-PE1;NC-SAAO-TSN91-SUTH--PTA1-PE1;NLP-TSN537-ARC-ITSC--CPT3-PE1;PTA-CSIR-SCALAB--CPT3-PE1;PTA-CSIR-TWR--CPT3-PE1;PTA-GREYN1-TSN354-TUT-MONITOR--CPT3-PE1;PTA-GREYS2-TSN509-UP-MAMC--CPT3-PE1;PTA-TSN15-HARTRAO--CPT3-PE1,0.02468,1,23,4.25,0.02814,1,15,4.32143,0.05206,1,15,4.32143,0.03281,1.0,18.25,4.28571,0.02814,0.05206,0.02392,0.02468,0.00019,69.16487,8.26523,1.2934,-0.00112,39.48746,-9.97133,-0.8991,0.01094,33.56272,9.17921,1.53022,0.00963,3.8853,-9.05735,-0.66228,0.00071,63.47312,12.39427,1.63635,-0.0006,33.7957,-5.84229,-0.55615,0.00019,74.96057,8.26882,1.33985,-0.00112,45.28315,-9.96774,-0.85265,0.00131,29.67742,18.23656,2.1925,0.0,0.0,0.0,0.0
isis-links.json,mrkc_heuristic,4,10,PTA-TSN397-ARCPPRI--CPT3-PE1;PTA-TSN940-DHA-SOSH--CPT3-PE1;PZB-TSN267-SAEON-GWFN--CPT3-PE1;PZB-TSN534-HSRC-SW--CPT3-PE1;PZB-TSN670-ARC-CACWL--CPT3-PE1;RCB-TSN20-AHRI-SOM-1--CPT3-PE1;SLB-TSN750-DOA-ELSEN--CPT3-PE1;SMT-TSN590-IMT--PTA1-PE1;THY-TSN87-UNIVEN-SSB--CPT3-PE1;UTT-TSN189-UNISA-MTH--CPT3-PE1,0.02468,1,23,4.25,0.05206,1,15,4.32143,0.0563,1,11,4.46429,0.03751,1.0,16.8,4.32143,0.05206,0.0563,0.00425,0.02468,0.0002,66.82796,8.60932,1.30431,0.0,35.63082,-4.32616,-0.48506,0.01095,30.26165,8.64875,1.59072,0.01075,-0.93548,-4.28674,-0.19864,0.0004,64.14337,11.30824,1.55306,0.0002,32.94624,-1.62724,-0.2363,0.0002,74.39427,8.32616,1.34793,0.0,43.19713,-4.60932,-0.44143,0.0002,31.19713,12.93548,1.78936,0.0,0.0,0.0,0.0
isis-links.json,mrkc_heuristic,5,10,UTT-TSN362-WSU-MHRC--CPT3-PE1;UTT-TSN363-WSU-ZAM--CPT3-PE1;VDP-GREY1-TSN90-VUTMC--CPT3-PE1;ZEH-TSN938-DHA-POTCH--CPT3-PE1;ALC-TSN64-UFHA--CPT3-PE1;AMS1-IR1-AMS1-PR1--PTA1-PE1;BFN-GREY1-TSN173-UNISAB--PTA1-PE1;BFN-GREY1-TSN242-UFSSC--CPT3-PE1;BFN-GREY1-TSN244-UFSNATH--CPT3-PE1;BFN-GREY1-TSN245-UFSPELH--CPT3-PE1,0.02468,1,23,4.25,0.0563,1,11,4.46429,0.05681,1,8,4.92857,0.04073,1.0,15.33333,4.42262,0.0563,0.05681,0.00051,0.02468,0.0002,64.45161,8.76344,1.31932,0.0,39.40502,-11.87455,-0.89809,0.01096,28.32616,8.20072,1.62837,0.01075,3.27957,-12.43728,-0.58904,0.01463,64.53047,11.17921,1.54032,0.01442,39.48387,-9.45878,-0.67709,0.0002,73.23656,8.37634,1.36624,-0.0,48.18996,-12.26165,-0.85117,0.0002,25.04659,20.63799,2.21741,0.0,0.0,0.0,0.0
isis-links.json,mrkc_heuristic,6,10,BFN-GREY1-TSN246-UFSPSY--PTA1-PE1;BTH-TSN504-ARC-SGI--CPT3-PE1;CPT-GREYBEL1-TSN174-UNIBEL--CPT3-PE1;CPT-GREYBEL1-TSN208-USTYG--CPT3-PE1;CPT-GREYBEL1-TSN278-UWCT--CPT3-PE1;CPT-GREYBEL1-TSN34-CPUTB--CPT3-PE1;CPT-GREYBEL1-TSN487-MRCN--CPT3-PE1;CPT-GREYBEL1-TSN493-CGSB--CPT3-PE1;CPT-GREYBEL1-TSN585-UWC-FCHS--CPT3-PE1;CPT-GREYBEL1-TSN812-UWC-DIH--CPT3-PE1,0.02468,1,23,4.25,0.05681,1,8,4.92857,0.0572,1,8,5.28571,0.04308,1.0,14.28571,4.54592,0.05681,0.0572,0.00039,0.02468,0.00021,62.97133,8.72043,1.31778,-0.00343,27.01075,-3.3871,-1.13848,0.01096,27.25448,8.39427,1.67515,0.00732,-8.70609,-3.71326,-0.78112,0.01443,64.98208,10.89606,1.57233,0.01079,29.02151,-1.21147,-0.88393,0.00021,72.53763,8.40143,1.37421,-0.00343,36.57706,-3.70609,-1.08205,0.00364,35.96057,12.10753,2.45626,0.0,0.0,0.0,0.0
isis-links.json,mrkc_heuristic,7,10,CPT-GREYCBD1-TSN275-MCM--CPT3-PE1;CPT-GREYCBD1-TSN276-CPUTOPT--CPT3-PE1;CPT-GREYCBD1-TSN277-CPUTB--CPT3-PE1;CPT-GREYCBD1-TSN490-CPGR--CPT3-PE1;CPT-GREYCBD1-TSN641-SAEON--CPT3-PE1;CPT-GREYCBD1-TSN650-NLSA-CFB--CPT3-PE1;CPT-GREYCBD2-TSN109-SANAP--CPT3-PE1;CPT-GREYCBD2-TSN143-CPUTGB--CPT3-PE1;CPT-GREYCBD2-TSN215-HSRCCPT--CPT3-PE1;CPT-GREYSLB1-TSN103-CSIR--PTA1-PE1,0.02468,1,23,4.25,0.0572,1,8,5.28571,0.05771,1,9,5.57143,0.04491,1.0,13.625,4.67411,0.0572,0.05771,0.00051,0.02468,0.00021,62.58423,8.00717,1.34132,-0.0018,23.75986,-2.76344,-0.68218,0.01096,26.82079,8.48029,1.72095,0.00895,-12.00358,-2.29032,-0.30255,0.01306,64.81362,9.69892,1.47921,0.01105,25.98925,-1.07168,-0.54429,0.00021,72.45161,7.99283,1.36078,-0.0018,33.62724,-2.77778,-0.66273,0.00201,38.82437,10.77061,2.02351,0.0,0.0,0.0,0.0
isis-links.json,mrkc_heuristic,8,10,CPT-GREYSLB1-TSN235-ILABS-FAURE-PE1--PTA1-PE1;CPT-GREYSLB1-TSN235-ILABS-FAURE-PE2--CPT3-PE1;CPT-GREYSLB1-TSN292-ARCINFR--PTA1-PE1;CPT-GREYSS1-TSN144-CPUTGSH--CPT3-PE1;CPT-GREYSS1-TSN273-CPUTGSR--CPT3-PE1;CPT-GREYSS1-TSN495-UCTVH--PTA1-PE1;CPT-GREYSS1-TSN500-CPUTSPR--PTA1-PE1;CPT-GREYSS1-TSN768-UCTCAN--CPT3-PE1;CPT-GREYSS1-TSN804-SKAO-BRP--CPT3-PE1;CPT-GREYSS2-TSN167-UCTRMH--CPT3-PE1,0.02468,1,23,4.25,0.05771,1,9,5.57143,0.05795,1,9,6.07143,0.04636,1.0,13.11111,4.82937,0.05771,0.05795,0.00024,0.02468,0.00021,62.319,8.87097,1.3516,-0.0021,44.21147,-6.66667,-0.95764,0.01096,26.2724,8.73835,1.73094,0.00865,8.16487,-6.79928,-0.5783,0.01096,65.82079,9.94265,1.39758,0.00865,47.71326,-5.59498,-0.91166,0.00021,71.15412,8.19355,1.382,-0.0021,53.04659,-7.34409,-0.92723,0.00231,18.10753,15.53763,2.30924,0.0,0.0,0.0,0.0
isis-links.json,mrkc_heuristic,9,10,CPT-GREYSS2-TSN168-UCTRCCH--CPT3-PE1;CPT-GREYSS2-TSN170-UCTSSI--PTA1-PE1;CPT-GREYSS2-TSN270-UCTGSR--PTA1-PE1;CPT-GREYSS2-TSN788-UCTSHAW--CPT3-PE1;CPT-GREYSS2-TSN800-UWC-CASAS--CPT3-PE1;CPT-TENET-LAB-ALU-1--CPT3-PE1;CPT-TENET-LAB-ALU-2--CPT3-PE1;CPT-TSN793-NSFAS-CBD--PTA1-PE1;CPT-TSN943-DHA-WYNBERG--CPT1-IR1;CPT1-IR1-CPT1-PR1--PTA1-PE1,0.02468,1,23,4.25,0.05795,1,9,6.07143,0.05809,1,10,7.03571,0.04753,1.0,12.8,5.05,0.05795,0.05809,0.00014,0.02468,0.00021,61.15771,8.45161,1.36683,-0.0037,40.23656,-6.88172,-1.46702,0.01096,25.27957,8.53405,1.76101,0.00705,4.35842,-6.79928,-1.07284,0.00021,63.02867,10.22222,1.47024,-0.0037,42.10753,-5.11111,-1.36361,0.00021,70.03584,8.24014,1.38372,-0.0037,49.1147,-7.09319,-1.45013,0.00391,20.92115,15.33333,2.83385,0.0,0.0,0.0,0.0
isis-links.json,mrkc_heuristic,10,10,CPT1-IR1-CPT1-RR1--PTA1-PE1;CPT1-LG1--PTA1-PE1;CPT3-PE1-CPT3-PR1--CPT1-IR1;CPT3-PE1-CPT3-PR2--CPT1-IR1;CPT4-PE1--CPT3-PE1;CPT8-PE1--CPT3-PE1;CPT9-PE2--PTA1-PE1;DBN-GREY1-TSN11-DUTS--CPT3-PE1;DBN-GREY1-TSN13-CAO--CPT3-PE1;DBN-GREY1-TSN132-MRC--CPT3-PE1,0.02468,1,23,4.25,0.05809,1,10,7.03571,0.0583,1,10,7.67857,0.04851,1.0,12.54545,5.28896,0.05809,0.0583,0.00021,0.02468,0.00021,60.70609,8.36559,1.37072,-0.00145,33.38351,-6.07527,-1.41706,0.01096,23.82796,8.56631,1.8462,0.0093,-3.49462,-5.87455,-0.94157,0.00021,63.56989,9.49462,1.43292,-0.00145,36.24731,-4.94624,-1.35486,0.00021,69.26523,7.85305,1.37897,-0.00145,41.94265,-6.58781,-1.4088,0.00166,27.32258,14.44086,2.78777,0.0,0.0,0.0,0.0
