graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
pzb,betweeness,10,0.1,4.8,0.6,1.4,0.0,1.1,0.1,-0.3
pzb,closeness,10,0.1,4.8,0.6,1.4,0.0,1.1,0.1,-0.3
pzb,core influence,10,0.1,4.9,0.6,1.4,0.0,1.2,0.1,-0.3
pzb,degree,10,0.1,4.8,0.6,1.4,0.0,1.1,0.1,-0.3
pzb,random,10,0.1,3.7,0.5,1.7,0.0,0.0,0.0,0.0
