graph,strategy,step,num_edges_added_this_step,edges_added,nr_aG_baseline,nr_e0_mult_baseline,nr_e1_mult_baseline,nr_CIS_baseline,nr_aG_before,nr_e0_mult_before,nr_e1_mult_before,nr_CIS_before,nr_aG_after,nr_e0_mult_after,nr_e1_mult_after,nr_CIS_after,nr_cumAUC_aG,nr_cumAUC_e0_mult,nr_cumAUC_e1_mult,nr_cumAUC_CIS,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
els,random_add,1,1,PTD-TSN216-WSU-PTD-PE--BLOEM,0.53404,1,5,3.0,0.53404,1,5,3.0,0.53404,1,4,4.0,0.53404,1.0,4.5,3.5,0.53404,0.53404,-0.0,0.53404,0.04108,5.61538,0.69231,1.23077,-0.46144,4.30769,-1.76923,-1.39744,0.04108,5.23077,0.69231,1.23077,-0.46144,3.92308,-1.76923,-1.39744,0.04108,5.61538,0.69231,1.23077,-0.46144,4.30769,-1.76923,-1.39744,0.04108,5.61538,0.69231,1.23077,-0.46144,4.30769,-1.76923,-1.39744,0.50252,1.30769,2.46154,2.62821,0.0,0.0,0.0,0.0
els,random_add,2,1,ELS1--BAAIIS,0.53404,1,5,3.0,0.53404,1,4,4.0,0.59913,1,3,5.0,0.55574,1.0,4.0,4.0,0.53404,0.59913,0.06509,0.53404,0.04609,5.61538,0.61538,1.30769,-0.0,3.30769,-1.07692,-0.24359,0.04609,5.0,0.61538,1.30769,-0.0,2.69231,-1.07692,-0.24359,0.04609,5.61538,0.61538,1.30769,-0.0,3.30769,-1.07692,-0.24359,0.04609,5.61538,0.61538,1.30769,-0.0,3.30769,-1.07692,-0.24359,0.04609,2.30769,1.69231,1.55128,0.0,0.0,0.0,0.0
els,random_add,3,1,ELS-GREY1-TSN393-WSU-CAM--BIY-TSN65-UFH-BHISHO-PE,0.53404,1,5,3.0,0.59913,1,3,5.0,0.63265,1,2,5.5,0.57496,1.0,3.5,4.375,0.59913,0.63265,0.03352,0.53404,0.04867,5.23077,0.38462,1.34615,-0.12824,3.53846,-1.0,-0.88462,0.04867,4.76923,0.38462,1.34615,-0.12824,3.07692,-1.0,-0.88462,0.04867,5.07692,0.38462,1.34615,-0.12824,3.38462,-1.0,-0.88462,0.04867,5.15385,0.38462,1.34615,-0.12824,3.46154,-1.0,-0.88462,0.1769,1.69231,1.38462,2.23077,0.0,0.0,0.0,0.0
els,random_add,4,1,DUR--BAAIIS,0.53404,1,5,3.0,0.63265,1,2,5.5,0.63265,1,2,1.5,0.5865,1.0,3.2,3.8,0.63265,0.63265,-0.0,0.53404,0.04867,4.61538,0.30769,1.08974,-0.78018,3.53846,-0.61538,-1.14103,0.04867,4.53846,0.30769,1.08974,-0.78018,3.46154,-0.61538,-1.14103,0.04867,4.30769,0.46154,1.0641,-0.78018,3.23077,-0.46154,-1.16667,0.04867,4.69231,0.30769,1.08974,-0.78018,3.61538,-0.61538,-1.14103,0.82884,1.07692,0.92308,2.23077,0.0,0.0,0.0,0.0
els,random_add,5,1,UTE-TSN12-WSU-B-PE--BLOEM,0.53404,1,5,3.0,0.63265,1,2,1.5,0.63265,1,1,2.5,0.59419,1.0,2.83333,3.58333,0.63265,0.63265,0.0,0.53404,0.04867,4.15385,0.69231,1.38462,-0.38363,2.69231,0.0,-1.65385,0.04867,4.07692,0.69231,1.30769,-0.38363,2.61538,0.0,-1.73077,0.04867,4.38462,0.38462,1.11538,-0.38363,2.92308,-0.30769,-1.92308,0.04867,4.53846,0.46154,1.15385,-0.38363,3.07692,-0.23077,-1.88462,0.43229,1.46154,0.69231,3.03846,0.0,0.0,0.0,0.0
els,random_add,6,1,DUR--BLOEM2,0.53404,1,5,3.0,0.63265,1,1,2.5,0.64931,1,0,2.5,0.60207,1.0,2.42857,3.42857,0.63265,0.64931,0.01666,0.53404,0.04995,4.23077,0.69231,1.60256,-0.04617,1.53846,-0.30769,0.02564,0.04995,3.92308,0.69231,1.46154,-0.04617,1.23077,-0.30769,-0.11538,0.04995,3.84615,0.46154,1.26923,-0.04617,1.15385,-0.53846,-0.30769,0.04995,4.23077,0.53846,1.38462,-0.04617,1.53846,-0.46154,-0.19231,0.09612,2.69231,1.0,1.57692,0.0,0.0,0.0,0.0
els,random_add,7,1,PTD-TSN216-WSU-PTD-PE--DUR,0.53404,1,5,3.0,0.64931,1,0,2.5,0.68872,1,1,2.5,0.6129,1.0,2.25,3.3125,0.64931,0.68872,0.03941,0.53404,0.06572,3.92308,0.53846,1.57692,-0.09275,1.92308,0.15385,0.23077,0.06572,3.53846,0.53846,1.53846,-0.09275,1.53846,0.15385,0.19231,0.05298,3.46154,0.30769,1.38462,-0.10549,1.46154,-0.07692,0.03846,0.06572,3.92308,0.38462,1.5,-0.09275,1.92308,0.0,0.15385,0.15847,2.0,0.38462,1.34615,0.0,0.0,0.0,0.0
els,random_add,8,1,ELS-GREY1-TSN108-WSU-CHS--PTD-TSN216-WSU-PTD-PE,0.53404,1,5,3.0,0.68872,1,1,2.5,0.75665,1,0,3.0,0.62887,1.0,2.0,3.27778,0.68872,0.75665,0.06793,0.53404,0.07582,3.84615,0.15385,1.34615,-0.0352,1.38462,-0.38462,-0.80769,0.08386,3.61538,0.15385,1.5,-0.02716,1.15385,-0.38462,-0.65385,0.0582,3.07692,0.46154,1.30769,-0.05282,0.61538,-0.07692,-0.84615,0.08386,3.76923,0.07692,1.61538,-0.02716,1.30769,-0.46154,-0.53846,0.11102,2.46154,0.53846,2.15385,0.0,0.0,0.0,0.0
els,random_add,9,1,ELS-GREY1-TSN177-UNISAE--BLOEM,0.53404,1,5,3.0,0.75665,1,0,3.0,0.79226,1,0,3.5,0.64521,1.0,1.8,3.3,0.75665,0.79226,0.03561,0.53404,0.08395,3.84615,0.15385,1.46154,-0.23783,2.30769,-0.23077,-1.38462,0.09561,3.61538,0.23077,1.61538,-0.22617,2.07692,-0.15385,-1.23077,0.09561,3.0,0.15385,1.96154,-0.22617,1.46154,-0.23077,-0.88462,0.09561,3.69231,0.23077,1.65385,-0.22617,2.15385,-0.15385,-1.19231,0.32177,1.53846,0.38462,2.84615,0.0,0.0,0.0,0.0
els,random_add,10,1,PTD-TSN216-WSU-PTD-PE--UTE-TSN12-WSU-B-PE,0.53404,1,5,3.0,0.79226,1,0,3.5,0.79232,1,0,4.0,0.65858,1.0,1.63636,3.36364,0.79226,0.79232,6e-05,0.53404,0.08418,3.69231,0.15385,1.73077,-0.26447,1.53846,-0.30769,-0.23077,0.096,3.46154,0.23077,1.65385,-0.25265,1.30769,-0.23077,-0.30769,0.096,2.53846,0.15385,2.15385,-0.25265,0.38462,-0.30769,0.19231,0.096,3.61538,0.07692,1.57692,-0.25265,1.46154,-0.38462,-0.38462,0.34865,2.15385,0.46154,1.96154,0.0,0.0,0.0,0.0
