graph,strategy,step,num_edges_added_this_step,edges_added,nr_aG_baseline,nr_e0_mult_baseline,nr_e1_mult_baseline,nr_CIS_baseline,nr_aG_before,nr_e0_mult_before,nr_e1_mult_before,nr_CIS_before,nr_aG_after,nr_e0_mult_after,nr_e1_mult_after,nr_CIS_after,nr_cumAUC_aG,nr_cumAUC_e0_mult,nr_cumAUC_e1_mult,nr_cumAUC_CIS,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
jnb,mrkc_heuristic,1,1,BLOEM2--ISD1,0.2236,1,8,5.5,0.2236,1,8,5.5,0.22938,1,7,6.0,0.22649,1.0,7.5,5.75,0.2236,0.22938,0.00578,0.2236,0.0074,11.16129,0.6129,1.36022,0.0,7.22581,-4.22581,-0.51882,0.07192,7.90323,1.29032,1.75269,0.06452,3.96774,-3.54839,-0.12634,0.0074,11.16129,1.29032,1.43548,0.0,7.22581,-3.54839,-0.44355,0.0074,11.16129,1.16129,1.55914,0.0,7.22581,-3.67742,-0.31989,0.0074,3.93548,4.83871,1.87903,0.0,0.0,0.0,0.0
jnb,mrkc_heuristic,2,1,BLOEM3--JNB2,0.2236,1,8,5.5,0.22938,1,7,6.0,0.2382,1,6,6.5,0.2304,1.0,7.0,6.0,0.22938,0.2382,0.00882,0.2236,0.00768,11.16129,0.58065,1.37634,-0.03427,5.83871,-1.64516,-1.20161,0.0722,7.80645,1.41935,1.6129,0.03025,2.48387,-0.80645,-0.96505,0.00768,11.12903,1.16129,1.48925,-0.03427,5.80645,-1.06452,-1.08871,0.00768,11.0,1.19355,1.60215,-0.03427,5.67742,-1.03226,-0.97581,0.04195,5.32258,2.22581,2.57796,0.0,0.0,0.0,0.0
jnb,mrkc_heuristic,3,1,CAPE--JNB2,0.2236,1,8,5.5,0.2382,1,6,6.5,0.24425,1,5,7.0,0.23386,1.0,6.5,6.25,0.2382,0.24425,0.00604,0.2236,0.00788,10.96774,0.77419,1.32796,-0.03224,7.96774,-1.41935,-1.75806,0.0724,8.03226,1.6129,1.68817,0.03228,5.03226,-0.58065,-1.39785,0.00788,11.09677,0.87097,1.47312,-0.03224,8.09677,-1.32258,-1.6129,0.00788,10.83871,1.22581,1.66129,-0.03224,7.83871,-0.96774,-1.42473,0.04011,3.0,2.19355,3.08602,0.0,0.0,0.0,0.0
jnb,mrkc_heuristic,4,1,CPT1--ISD1,0.2236,1,8,5.5,0.24425,1,5,7.0,0.24511,1,4,7.5,0.23611,1.0,6.0,6.5,0.24425,0.24511,0.00086,0.2236,0.00791,10.90323,0.80645,1.34409,-0.02068,5.87097,-2.58065,-1.7043,0.07242,7.80645,1.64516,1.66129,0.04383,2.77419,-1.74194,-1.3871,0.00791,11.09677,0.83871,1.47849,-0.02068,6.06452,-2.54839,-1.56989,0.00791,10.64516,1.29032,1.73118,-0.02068,5.6129,-2.09677,-1.3172,0.02859,5.03226,3.3871,3.04839,0.0,0.0,0.0,0.0
jnb,mrkc_heuristic,5,1,DURBS--JNB2,0.2236,1,8,5.5,0.24511,1,4,7.5,0.24894,1,3,8.0,0.23825,1.0,5.5,6.75,0.24511,0.24894,0.00383,0.2236,0.00803,10.90323,0.77419,1.36022,-0.00694,6.06452,-3.96774,-1.02957,0.07255,7.67742,1.70968,1.69355,0.05758,2.83871,-3.03226,-0.69624,0.00803,11.0,0.90323,1.49462,-0.00694,6.16129,-3.83871,-0.89516,0.00803,10.48387,1.32258,1.76882,-0.00694,5.64516,-3.41935,-0.62097,0.01497,4.83871,4.74194,2.38978,0.0,0.0,0.0,0.0
jnb,mrkc_heuristic,6,1,JNB-TSN199-UNISA-SBL-PE--JNB2,0.2236,1,8,5.5,0.24894,1,3,8.0,0.2519,1,2,8.5,0.2402,1.0,5.0,7.0,0.24894,0.2519,0.00296,0.2236,0.00813,10.90323,0.74194,1.37634,-0.00822,7.83871,-0.74194,-1.71505,0.07264,7.41935,2.0,1.83602,0.0563,4.35484,0.51613,-1.25538,0.00813,10.96774,1.0,1.57527,-0.00822,7.90323,-0.48387,-1.51613,0.00813,10.32258,1.35484,1.8172,-0.00822,7.25806,-0.12903,-1.27419,0.01635,3.06452,1.48387,3.0914,0.0,0.0,0.0,0.0
jnb,mrkc_heuristic,7,1,THY-TSN87-UNIVEN-MC-PE--JNB2,0.2236,1,8,5.5,0.2519,1,2,8.5,0.25424,1,2,9.0,0.24195,1.0,4.625,7.25,0.2519,0.25424,0.00234,0.2236,0.0082,10.67742,1.03226,1.51075,-0.02458,8.06452,-1.90323,-2.72849,0.07272,7.29032,2.0,1.89516,0.03994,4.67742,-0.93548,-2.34409,0.0082,11.12903,0.93548,1.60215,-0.02458,8.51613,-2.0,-2.6371,0.0082,10.16129,1.41935,1.88172,-0.02458,7.54839,-1.51613,-2.35753,0.03278,2.6129,2.93548,4.23925,0.0,0.0,0.0,0.0
jnb,mrkc_heuristic,8,1,UNISA--JNB2,0.2236,1,8,5.5,0.25424,1,2,9.0,0.25613,1,2,9.5,0.24353,1.0,4.33333,7.5,0.25424,0.25613,0.00189,0.2236,0.00826,10.12903,1.64516,1.7043,-0.05733,7.6129,-0.03226,-3.22581,0.00826,7.12903,2.03226,1.86828,-0.05733,4.6129,0.35484,-3.06183,0.00826,11.41935,0.77419,1.54839,-0.05733,8.90323,-0.90323,-3.38172,0.00826,10.0,1.48387,1.92473,-0.05733,7.48387,-0.19355,-3.00538,0.06559,2.51613,1.67742,4.93011,0.0,0.0,0.0,0.0
jnb,mrkc_heuristic,9,1,VDP--ISD1,0.2236,1,8,5.5,0.25613,1,2,9.5,0.25613,1,1,10.0,0.24479,1.0,4.0,7.75,0.25613,0.25613,0.0,0.2236,0.01034,9.96774,1.77419,1.63763,-0.01684,2.51613,0.96774,-0.66344,0.01034,7.03226,2.09677,1.62957,-0.01684,-0.41935,1.29032,-0.67151,0.01034,11.32258,0.70968,1.52473,-0.01684,3.87097,-0.09677,-0.77634,0.01034,9.96774,1.48387,1.92796,-0.01684,2.51613,0.67742,-0.37312,0.02718,7.45161,0.80645,2.30108,0.0,0.0,0.0,0.0
jnb,mrkc_heuristic,10,1,BLOEM2--JNB1,0.2236,1,8,5.5,0.25613,1,1,10.0,0.25614,1,1,2.5,0.24582,1.0,3.72727,7.27273,0.25613,0.25614,1e-05,0.2236,0.01044,9.96774,1.70968,1.44086,-0.01787,6.32258,-0.87097,-1.69355,0.07495,6.96774,2.06452,1.41935,0.04664,3.32258,-0.51613,-1.71505,0.00826,8.90323,1.3871,1.41935,-0.02005,5.25806,-1.19355,-1.71505,0.01044,9.74194,1.41935,1.73656,-0.01787,6.09677,-1.16129,-1.39785,0.02831,3.64516,2.58065,3.13441,0.0,0.0,0.0,0.0
