graph,strategy,step,num_edges_added_this_step,edges_added,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
pzb,areas_low_nonconnect,1,1,PZB-TSN267-SAEON-GWFN--PZB-TSN534-HSRC-SW,0.77547,0.77547,0.0,0.77547,0.07755,4.0,0.3,1.35,-0.23172,1.6,-0.6,-0.9,0.07755,4.3,0.4,1.35,-0.23172,1.9,-0.5,-0.9,0.07755,4.2,0.3,1.35,-0.23172,1.8,-0.6,-0.9,0.07755,4.1,0.4,1.35,-0.23172,1.7,-0.5,-0.9,0.30926,2.4,0.9,2.25,0.0,0.0,0.0,0.0
pzb,areas_low_nonconnect,2,1,PZB-TSN267-SAEON-GWFN--PZB-TSN670-ARC-CACWL,0.77547,0.77547,-0.0,0.77547,0.07755,3.8,0.7,1.7,-0.27967,2.1,-1.5,-1.4,0.07755,4.0,0.7,1.7,-0.27967,2.3,-1.5,-1.4,0.07755,4.1,0.5,1.6,-0.27967,2.4,-1.7,-1.5,0.07755,4.0,0.6,1.6,-0.27967,2.3,-1.6,-1.5,0.35722,1.7,2.2,3.1,0.0,0.0,0.0,0.0
pzb,areas_low_nonconnect,3,1,PZB-TSN534-HSRC-SW--PZB-TSN670-ARC-CACWL,0.77547,0.77547,0.0,0.77547,0.57755,3.1,0.2,1.0,0.43266,0.2,-0.5,-0.1,0.07755,3.9,0.3,1.0,-0.06734,1.0,-0.4,-0.1,0.15664,2.9,0.5,1.8,0.01175,0.0,-0.2,0.7,0.07755,3.7,0.3,1.0,-0.06734,0.8,-0.4,-0.1,0.14489,2.9,0.7,1.1,0.0,0.0,0.0,0.0
