graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
pzb,betweeness,10,0.07755,4.0,0.3,1.35,-0.23172,1.6,-0.6,-0.9
pzb,closeness,10,0.07755,4.3,0.4,1.35,-0.23172,1.9,-0.5,-0.9
pzb,core influence,10,0.07755,4.2,0.3,1.35,-0.23172,1.8,-0.6,-0.9
pzb,degree,10,0.07755,4.1,0.4,1.35,-0.23172,1.7,-0.5,-0.9
pzb,random,10,0.30926,2.4,0.9,2.25,0.0,0.0,0.0,0.0
