Node;Betweenness Centrality
MTZ;0.3296713190415892
CPT1;0.31758036187706773
PTA1;0.2796630045921895
CPT3;0.27175769945186123
PTA2;0.22273620111949263
ISANDO;0.21292372525514233
DUR3;0.19976134999599235
JNB2;0.18211482038163634
BFN1;0.11599818852492942
ISD1;0.08769259390956428
PTA-GREYN1-TSN298-ARCOVI;0.0836074688334446
DUR1;0.08195275742732724
PZB1;0.0775981163807232
PTA-GREYN1-TSN75-UPO;0.07587060670179108
CPT2;0.07307199346686945
PTA-GREYN1-TSN162-TUT-SOSS;0.06912727604606028
CPT6;0.06734854631315956
BFN3;0.06649473182154023
PTA-GREYS2-TSN409-TUT-SKINNER-PE;0.06556022626077171
PTA-GREYS2-TSN257-SANBI;0.06473822240743989
POTCH;0.06244451021012133
PTA-GREYN1-TSN538-TUT-ADT;0.0608936146225285
PTA-GREYS2-TSN499-DFASAMCOR;0.05759325136782549
VDP1;0.05430600769458419
PTA-GREYN1-TSN161-TUT-SOSN;0.0532941893340152
PTA-GREYN1-TSN204-UNISA-SRB;0.05253667610873885
JNB3;0.049331938935794656
PTA-GREYS2-TSN355-TUT-LEGAE;0.04917752639183332
CPT9;0.04883094493503326
DUR;0.04882863123995324
PTA-GREYN1-TSN49-TUT-ERC-GAR;0.04598010655381807
CPT-GREYCBD1-TSN24-NLSA;0.04583632802040623
PTA-GREYN1-TSN203-UNISA-SN;0.044454544173395914
CPT-GREYSS1-TSN463-DFA-PLN;0.04238609619639514
BFN2;0.04235669416618981
PTA-GREYS2-TSN16-HSRC-MC;0.041440664260179706
PTA-GREYS2-TSN260-CGS;0.0413796632394696
DUR2;0.040209487168646633
PTA-GREYN1-TSN389-SMU-MC-PE;0.03889855241692209
ELS1;0.037866388181358804
CPT-GREYSS1-TSN272-UCTDOR;0.03718097774771343
PTA-GREYN1-TSN391-TUT-KOSMOS;0.036633126171451126
BLOEM2;0.0351701635502845
PTA-GREYN1-TSN74-UP-MED-PE;0.03411017361467612
WITS;0.0340668238313357
CPT-GREYSS1-TSN39-SAAO;0.033972787102411285
PTA-GREYS2-TSN410-TUT-BAE;0.033894052836681635
PTA-GREYS2-TSN299-ARCIAE;0.03381191284839869
ELS;0.03023272264594718
PTA-GREYN1-TSN353-TUT-TEMPO;0.02898081991008892
CPT-GREYSS1-TSN768-UCTCAN;0.02847172310771005
CPT-GREYCBD1-TSN18-IZMU;0.02841781874039953
CPT-GREYBEL1-TSN22-MRCCPT-PE;0.027699740518410454
ELS3;0.026604479667516032
PTA-GREYS2-TSN29-ZOO;0.0265588310889118
PTA-GREYS2-TSN973-UNIVEN-COL;0.026455552133055983
CAPE;0.02558028577772372
CPT-GREYCBD1-TSN641-SAEON;0.025162417734184483
JNB1;0.02207635970900673
JNB-GREY1-TSN690-NHLS-BRAAM;0.02171613107646592
PTA-GREYN1-TSN315-BREYTEN;0.021539903324454965
CPT-GREYBEL1-TSN207-USBS-PE;0.021488276047951334
BLOEM;0.020890442862285776
CPT-GREYSS1-TSN145-CPUTM;0.020058414013726256
CPT-GREYCBD1-TSN163-UCT-HID;0.019743795713017275
PTA-GREYS2-TSN159-TUT-ARTS;0.019456137984443074
DBN-GREY1-TSN176-UNISAM;0.019454997151272486
PTA-GREYS2-TSN40-USAF;0.019310581093441623
CPT5;0.018975746557871445
DBN-GREY1-TSN97-CSIR;0.016608081527964818
CPT-GREYCBD1-TSN275-MCM;0.01639679251398704
UTT;0.016350877029226506
CPT-GREYSS1-TSN804-SKAO-BRP;0.016342888146676227
ELS2;0.015914819477792483
PTA-GREYS2-TSN263-MRC-MC-PE;0.015445002110541353
PTA-TSN455-SITA-CENT-PE;0.014589410786510519
JNB-GREY2-TSN42-UJBU;0.014403318182965578
PTA-GREYN1-TSN200-UNISA-SSE;0.014331515382122068
JNB-TSN44-UJ-DF-PE;0.013288729337433521
PTA-GREYS2-TSN261-ARC-HO-PE;0.013173234174798472
CPT-GREYBEL1-TSN147-CPUTT;0.012919801441342036
JNB5-TSN249;0.012194164437008907
DBN-GREY1-TSN222-TIA-PWC;0.012176145983696823
DBN-GREY1-TSN151-DUTC;0.010534352835540831
DBN-GREY1-TSN662-CAPRISA-KDH;0.010534151512040152
CPT-GREYSS2-TSN236-SARAO-PE;0.01046308431629532
PTA-GREYN1-TSN27-NLSA-PTA;0.009795092940994093
PTA-GREYS3-TSN8-CHE;0.009190619130161677
CPT-GREYCBD2-TSN164-UCTBS;0.009089756056314208
CPT-GREYCBD2-TSN215-HSRCCPT;0.009089756056314208
CPT-GREYSS2-TSN170-UCTSSI;0.008857227413013148
CPT-GREYBEL1-TSN34-CPUTB;0.0087867641877704
JNB-GREY2-TSN659-WITS-CLMDC;0.008681069349906284
PTA-GREYS2-TSN158-TUT-ARCADIA;0.008561281866993616
CPT-GREYCBD1-TSN490-CPGR;0.00768753787398352
DBN-GREY1-TSN232-NMMS;0.007687437212233232
CPT-GREYSS1-TSN169-UCTRHR;0.007633633506672881
PTA-GREYN1-TSN184-UNISA-LTC;0.007334517115517412
CPT-GREYSS2-TSN270-UCTGSR;0.007168576220070758
JNB-TSN199-UNISA-SBL-PE;0.006456947975994183
CPT-GREYCBD1-TSN4-CPUTCPT;0.006447385109711259
JNB-TSN251-GIBS;0.005985347675619528
CPT-GREYSLB1-TSN235-ILABS-FAURE;0.0059191854524370474
PTA-GREYN2-TSN254-UP-HILL-PE;0.0050247325920602035
JNB-GREY2-TSN295-CSIR-CTF;0.004982384968010467
CPT-GREYSS2-TSN165-UCTLGR;0.004927854808419647
BFN-GREY1-TSN242-UFSSC;0.00482741725924409
PTA-GREYN1-TSN201-UNISA-SSW;0.004728082413788244
PZB-GREY1-TSN193-UNISAP;0.0045942022858270265
VDP-GREY2-TSN484-DFA-VDBP;0.004566016995729928
VDP-GREY2-TSN598-VUT-EMF;0.004566016995729928
PZB-GREY1-TSN383-DUTI;0.00453783170563283
DBN-GREY1-TSN375-SANBI;0.0045166927380600064
BFN-GREY1-TSN244-UFSNATH;0.004304616732215766
JNB-GREY1-TSN112-WITSM;0.004269436506362057
PTA-GREYN2-TSN141-UPGC;0.0041284403669724756
DBN-GREY1-TSN231-UKZNW-PE;0.003576260335445223
SDT-TSN535-UCT-GSB;0.0031466863158403366
CAPE2;0.003068092718454195
CPT-GREYCBD1-TSN277-CPUTB;0.0030299186854380704
PTA-TSN377-ARC-IRENE-PE;0.0029571402399373474
CPT-GREYSS1-TSN144-CPUTGSH;0.002428515057991232
CPT-GREYSS2-TSN800-UWC-CASAS;0.0019634577713891098
CPT7;0.0019328977790906492
DBN-GREY1-TSN132-MRC;0.0016980630665998273
DBN-GREY1-TSN498-CAPRISA-ECRS;0.0016841717450519684
ELS-GREY1-TSN108-WSU-CHS;0.0013651655071348137
PTA-GREYS3-TSN403-ASSAF;0.001336184074103156
PTA-GREYS3-TSN250-TIAMHO;0.0012353210002556821
PTA-GREYS2-TSN262-ARCISCW;0.0012213625708742623
PTA-GREYS2-TSN300-DAFF;0.0011542882912265243
CPT-GREYBEL1-TSN174-UNIBEL;0.0011508200363736668
CPT-GREYBEL1-TSN812-UWC-DIH;0.0007842556969517608
CPT-GREYSS1-TSN273-CPUTGSR;0.0006764469623303597
PTA-GREYS2-TSN660-NSF-NDI;0.000570752124466241
JNB-GREY2-TSN42-UJBU-2;0.000521427866796319
ELS-GREY1-TSN177-UNISAE;0.00045952089033304963
CPT-GREYBEL1-TSN585-UWC-FCHS;0.00034526980368945444
CPT-GREYBEL1-TSN208-USTYG;0.00029594554601953236
CPT-GREYSS2-TSN167-UCTRMH;0.00027480657844670866
DBN-GREY1-TSN497-CAPRISA-DDMRI;0.0002607139333981595
DBN-GREY1-TSN150-DUTB;0.0002536676108738849
JNB-GREY1-TSN110-WITSE;0.00016206541805831534
CPT-GREYSS2-TSN788-UCTSHAW;0.00013810792147578177
DBN-GREY1-TSN366-UKZNE-PE;0.00012683380543694245
CPT-GREYBEL1-TSN487-MRCN;0.00011978748291266786
CPT-GREYCBD1-TSN276-CPUTOPT;7.750954776702039e-05
JNB-TSN76-UNISA-FLORIDA-PE;7.046322524274581e-05
PTA-GREYN2-TSN395-TUT-ZET;6.341690271847123e-05
DBN-GREY1-TSN11-DUTS;5.6370580194196646e-05
PTA-GREYS2-TSN38-SAASTA;4.2277935145647484e-05
BFN-GREY1-TSN245-UFSPELH;4.2277935145647484e-05
CPT-GREYBEL1-TSN278-UWCT;4.2277935145647484e-05
CPT-GREYBEL1-TSN493-CGSB;4.2277935145647484e-05
CPT-GREYCBD2-TSN109-SANAP;4.2277935145647484e-05
CPT-GREYCBD2-TSN143-CPUTGB;4.2277935145647484e-05
CPT-GREYSS2-TSN168-UCTRCCH;4.2277935145647484e-05
CPT-GREYSS2-TSN271-UCTRBG;4.2277935145647484e-05
JNB-TSN949-GIBS-NORTH;4.2277935145647484e-05
PZB-GREY1-TSN385-CGSP;3.5231612621372904e-05
PZB-GREY1-TSN384-SANBIP;2.1138967572823742e-05
VDP-GREY2-TSN139-NWUFAR;2.1138967572823742e-05
NLP-TSN344-UMP-DC2-PE;0.0
PTA-TSN940-DHA-SOSH;0.0
PTA-GREYN1-TSN354-TUT-MONITOR;0.0
PTA-GREYN1-TSN399-TUT-ZAR;0.0
PTA-GREYN2-TSN282-INNHUB;0.0
PTA-GREYS1-TSN30-NRF;0.0
PTA-GREYS1-TSN301-DST;0.0
PTA-GREYS2-TSN509-UP-MAMC;0.0
PTA-GREYS3-TSN259-SAWS;0.0
PTA-TSN397-ARCPPRI;0.0
PTA3;0.0
PTA4;0.0
BFN-GREY1-TSN173-UNISAB;0.0
BFN-GREY1-TSN246-UFSPSY;0.0
KIM-TSN760-SPUC;0.0
WEL1;0.0
ELSIS;0.0
CPT-GREYCBD1-TSN650-NLSA-CFB;0.0
CPT-GREYSLB1-TSN103-CSIR;0.0
CPT-GREYSLB1-TSN292-ARCINFR;0.0
CPT-GREYSS1-TSN500-CPUTSPR;0.0
CPT-GREYSS1-TSN495-UCTVH;0.0
CPT-TSN793-NSFAS-CBD;0.0
CPT-TSN943-DHA-WYNBERG;0.0
WACS;0.0
CPT8;0.0
WACS2;0.0
BAAI;0.0
SMT-TSN590-IMT;0.0
AMLIGHT;0.0
DBN-GREY1-TSN13-CAO;0.0
DBN-TSN935-DHA-UMGENI;0.0
DUR-TSN19-MUT;0.0
PZB;0.0
PHU;0.0
BIY-TSN65-UFH-BHISHO-PE;0.0
ELS-GREY1-TSN393-WSU-CAM;0.0
PTD-TSN216-WSU-PTD-PE;0.0
UTE-TSN12-WSU-B-PE;0.0
BAAIIS;0.0
BLOEM3;0.0
DURBS;0.0
JNB-NHLS-TSN677-SAND;0.0
UNISA;0.0
THY-TSN87-UNIVEN-MC-PE;0.0
JNB-GREY-TSN284-WITS-HJH;0.0
JNB-GREY-TSN285-WITS-RMH;0.0
JNB-GREY2-TSN171-UJSO;0.0
JNB-GREY2-TSN99-CSMI;0.0
VDP;0.0
PZB-GREY1-TSN10-DUTRC;0.0
PZB-TSN267-SAEON-GWFN;0.0
PZB-TSN534-HSRC-SW;0.0
PZB-TSN670-ARC-CACWL;0.0
JOBURG;0.0
VDP-GREY1-TSN90-VUTMC;0.0
ZEH1;0.0
