Node;Core Strength
5;9
1;8
22;4
3;2
26;2
28;2
29;2
32;2
51;2
56;2
2;1
4;1
6;1
7;1
8;1
9;1
10;1
11;1
12;1
13;1
14;1
15;1
16;1
17;1
18;1
19;1
20;1
