Node;Core Strength
3;9
1;8
44;7
10;4
8;3
12;3
14;3
49;3
5;2
18;2
19;2
21;2
22;2
33;2
48;2
62;2
2;1
4;1
6;1
7;1
9;1
11;1
13;1
15;1
16;1
17;1
20;1
23;1
24;1
25;1
26;1
