Node;Core Influence
5;0.47457899787627683
1;0.4271210980886526
22;0.23728949893808518
56;0.14237369936288574
32;0.14237369936288422
51;0.14237369936288058
26;0.1423736993628529
29;0.14237369936285094
28;0.14237369936284966
3;0.09491579957525814
54;0.09491579957525752
55;0.09491579957525738
57;0.09491579957525688
30;0.09491579957525649
31;0.09491579957525648
58;0.09491579957525637
60;0.0949157995752561
36;0.09491579957525603
33;0.09491579957525594
61;0.09491579957525588
34;0.09491579957525587
35;0.09491579957525581
37;0.0949157995752554
21;0.09491579957525506
52;0.09491579957525471
19;0.09491579957525369
18;0.09491579957525227
