1;2;8;0.520483438769616
2;1;1;0.05783149319662399
3;2;3;0.23132597278649622
4;1;1;0.05783149319662414
5;1;1;0.057831493196624055
6;1;1;0.05783149319662409
7;1;1;0.05783149319662411
8;2;1;0.11566298639324815
9;1;1;0.0578314931966241
10;2;6;0.40482045237636843
11;2;1;0.11566298639324814
12;1;1;0.05783149319662407
13;1;1;0.057831493196624076
14;2;1;0.11566298639324814
15;2;1;0.11566298639324808
16;2;5;0.34698895917974415
17;2;1;0.11566298639324779
18;2;1;0.11566298639324793
19;2;1;0.1156629863932479
20;2;2;0.17349447958987177
21;2;1;0.11566298639324785
22;2;1;0.11566298639324812
23;2;2;0.17349447958987219
24;2;3;0.23132597278649591
25;2;2;0.17349447958987188
26;2;1;0.11566298639324804
27;2;1;0.11566298639324812
28;2;1;0.11566298639324818
29;2;1;0.11566298639324815
30;2;1;0.11566298639324815
31;2;2;0.1734944795898722
32;1;1;0.05783149319662407
