Node;Core Strength
25;0.047457899787616935
12;0.04745789978762262
53;0.04745789978762334
6;0.04745789978762775
59;0.047457899787627794
7;0.0474578997876278
2;0.0474578997876282
4;0.04745789978762954
47;0.09491579957523262
49;0.09491579957523291
27;0.09491579957523436
48;0.09491579957523442
17;0.09491579957523524
38;0.09491579957523569
50;0.09491579957523655
15;0.09491579957523728
10;0.09491579957523812
39;0.09491579957523877
46;0.09491579957523946
13;0.09491579957524011
8;0.09491579957524152
42;0.09491579957524215
45;0.09491579957524288
14;0.09491579957524296
9;0.09491579957524525
16;0.09491579957524605
40;0.09491579957524608
