Node;Core Influences
1;0.520483438769616
10;0.40482045237636843
16;0.34698895917974415
3;0.23132597278649622
24;0.23132597278649591
31;0.1734944795898722
23;0.17349447958987219
25;0.17349447958987188
20;0.17349447958987177
28;0.11566298639324818
8;0.11566298639324815
29;0.11566298639324815
30;0.11566298639324815
11;0.11566298639324814
14;0.11566298639324814
22;0.11566298639324812
27;0.11566298639324812
15;0.11566298639324808
26;0.11566298639324804
18;0.11566298639324793
19;0.1156629863932479
21;0.11566298639324785
17;0.11566298639324779
4;0.05783149319662414
7;0.05783149319662411
9;0.0578314931966241
6;0.05783149319662409
13;0.057831493196624076
12;0.05783149319662407
32;0.05783149319662407
5;0.057831493196624055
2;0.05783149319662399
