Node;Core Strengths
1;8
10;6
16;5
3;3
24;3
20;2
23;2
25;2
31;2
2;1
4;1
5;1
6;1
7;1
8;1
9;1
11;1
12;1
13;1
14;1
15;1
17;1
18;1
19;1
21;1
22;1
26;1
27;1
28;1
29;1
30;1
32;1
