Node;Core Influences
2;0.05783149319662399
5;0.057831493196624055
12;0.05783149319662407
32;0.05783149319662407
13;0.057831493196624076
6;0.05783149319662409
9;0.0578314931966241
7;0.05783149319662411
4;0.05783149319662414
17;0.11566298639324779
21;0.11566298639324785
19;0.1156629863932479
18;0.11566298639324793
26;0.11566298639324804
15;0.11566298639324808
22;0.11566298639324812
27;0.11566298639324812
11;0.11566298639324814
14;0.11566298639324814
8;0.11566298639324815
29;0.11566298639324815
30;0.11566298639324815
28;0.11566298639324818
20;0.17349447958987177
25;0.17349447958987188
23;0.17349447958987219
31;0.1734944795898722
24;0.23132597278649591
3;0.23132597278649622
16;0.34698895917974415
10;0.40482045237636843
1;0.520483438769616
