Node;Betweeness Centrality
1;0.5918803418803419
2;0.0
3;0.41452991452991444
4;0.0
5;0.0
6;0.0
7;0.023504273504273504
8;0.017094017094017092
9;0.2863247863247863
10;0.0
11;0.0
12;0.0
13;0.0
14;0.0
