Name;Algebraic Connectivity;Multiplicity of the one eigenvalue;Density of eigenvalues around 1;Multiplicity of the zero eigenvalue
bfn.tgf;0.387319351243301;8;0.47058823529411764;1
cpt.tgf;0.07630552919285967;12;0.17391304347826086;1
dur.tgf;0.2159093314955836;5;0.18518518518518517;1
els.tgf;0.5340408632573866;5;0.35714285714285715;1
jnb.tgf;0.22359960790215574;8;0.25;1
pta.tgf;0.05663163428322995;4;0.06557377049180328;1
pzb.tgf;0.77546617721373;4;0.36363636363636365;1
vdp.tgf;0.7029294556367258;3;0.375;1
