Node;Betweeness Centrality
1;0.0
2;0.7
3;0.075
4;0.008333333333333333
5;0.041666666666666664
6;0.35
7;0.0
8;0.35
9;0.0
10;0.0
11;0.0
12;0.0
13;0.0
14;0.0
15;0.0
16;0.0
17;0.0
