Node;Core Influences
8;0.4698092386498183
1;0.46980923864981666
15;0.40269363312841333
7;0.20134681656420775
4;0.2013468165642034
14;0.13423121104280905
18;0.13423121104280858
12;0.1342312110428085
17;0.1342312110428076
13;0.13423121104280675
19;0.13423121104280655
6;0.13423121104280528
16;0.13423121104280505
23;0.13423121104280505
21;0.134231211042805
22;0.1342312110428046
11;0.13423121104280342
5;0.13423121104280297
3;0.13423121104280217
10;0.1342312110428021
9;0.13423121104280206
26;0.06711560552140242
27;0.06711560552140242
2;0.0671156055214024
24;0.0671156055214024
25;0.06711560552140239
20;0.06711560552140221
