Name;Algebraic Connectivity;Multiplicity of the one eigenvalue;Density of eigenvalues around 1;Multiplicity of the zero eigenvalue
bfn.tgf;0.387319351243301;8;0.47058823529411764;1
bfn.tgf;0.387319351243301;8;0.47058823529411764;1
bfn.tgf;0.387319351243301;8;0.47058823529411764;1
