Node;Core Number
2;1
4;1
32;1
35;1
39;1
47;1
58;1
59;1
60;1
61;1
64;1
65;1
66;1
67;1
68;1
69;1
1;2
3;2
5;2
6;2
7;2
8;2
9;2
10;2
11;2
12;2
13;2
14;2
15;2
16;2
17;2
