Node;Core Strength
BFN2-PE1;5
DBN-GREY1-TSN498-CAPRISA-ECRS;3
CPT-GREYSS1-TSN463-DFA-PLN;3
PHU-TSN247-UFSQ;3
PTA-GREYS2-TSN499-DFASAMCOR;3
