Node;Core Influence
LCD-TSN186-UNISAM;0.27246795219051767
THY-TSN87-UNIVEN-MC-PE;0.27246795219051756
PTA-GREYN1-TSN353-TUT-TEMPO;0.26493229557768266
PTA-GREYN1-TSN391-TUT-KOSMOS;0.2649322955776824
RCB-TSN596-WRLHS-ALTSO;0.25627077209818433
PTA-GREYN1-TSN74-UP-MED-PE;0.2312860533760109
PTA-GREYN1-TSN354-TUT-MONITOR;0.23128605337601085
PZB1-PE1;0.1751329468335343
PTA-GREYN2-TSN395-TUT-ZET;0.17475653648587483
DBN-GREY1-TSN132-MRC;0.1688649723286521
DBN-GREY1-TSN150-DUTB;0.16886497232865194
PTA-GREYN1-TSN315-BREYTEN;0.1324661477888413
PTA-GREYN1-TSN203-UNISA-SN;0.13246614778884128
PZB-GREY1-TSN193-UNISAP;0.1313497101251507
PZB-GREY1-TSN385-CGSP;0.1313497101251507
RCB-TSN20-AHRI-SOM-1;0.12813538604909208
RCB-TSN116-UZ-RCB-PE;0.128135386049092
PTA1-PE1;0.11877323713650996
