Node;Betweeness Centrality
CPT3-PE1;0.3863923604824724
MTZ1-IR1;0.3470721505064201
PTA1-PE1;0.2689673790876717
CPT1-IR1;0.2472435158209217
ISD1-PE1;0.21647701028700303
DUR3-PE1;0.20052386032942235
PTA2-PE1;0.17406790307940945
JNB1-PE1;0.10225079817130041
BFN1-PE1;0.09477816320412627
JNB2-PE1;0.090044355231486
DUR1-PE1;0.08323661752009029
CPT6-PE1;0.07957171083217107
CPT2-PE1;0.07184240639261567
ELS1-PE1;0.06808612091684957
PZB1-PE1;0.06268014876801488
PTA-GREYN1-TSN538-TUT-ADT;0.06192468619246862
JNB3-PE1;0.05442817294281729
PTA-GREYS2-TSN257-SANBI;0.05442817294281729
PTA-GREYN1-TSN204-UNISA-SRB;0.05442817294281729
PTA-GREYS2-TSN499-DFASAMCOR;0.047036262203626215
PTA-GREYN1-TSN203-UNISA-SN;0.04686192468619247
ZEH1-PE1;0.046313296793929856
DUR2-PE1;0.0457616612428328
ELS2-PE1;0.04486978569545338
