Node;Core Number;Core Strength;Core Influence
DBN-GREY1-TSN498-CAPRISA-ECRS;2;1;0.08027792278700546
DBN-GREY1-TSN497-CAPRISA-DDMRI;1;2;0.08027792278700605
DBN-GREY1-TSN151-DUTC;2;1;0.08027792278700552
DBN-GREY1-TSN176-UNISAM;2;1;0.08027792278700553
DBN-GREY1-TSN232-NMMS;1;2;0.0802779227870064
CPT-GREYSS1-TSN500-CPUTSPR;1;1;0.008865493697653834
CPT-GREYSS1-TSN145-CPUTM;1;3;0.02659648109296165
CPT4-PE1;2;1;0.017730987395308474
CPT1-IR1;2;5;0.0531929621859244
TENET-TSN118-AIMS;2;1;0.017730987395308928
CPT-GREYSS1-TSN495-UCTVH;1;1;0.008865493697654884
CPT-GREYSS1-TSN39-SAAO;1;2;0.017730987395309865
JNB-GREY2-TSN99-CSMI;2;1;0.11586460912586209
JNB-GREY2-TSN42-UJBU;2;1;0.11586460912586212
JNB3-PE1;2;1;0.11586460912586208
JNB-GREY2-TSN42-UJBU-2;1;1;0.05793230456293105
JNB-GREY2-TSN295-CSIR-CTF;1;2;0.11586460912586165
JNB-GREY1-TSN110-WITSE;1;2;0.11586460912586123
JNB-GREY1-TSN112-WITSM;1;2;0.11586460912586108
JNB-TSN44-UJ-DF-PE;1;1;0.05793230456293047
HMS-TSN28-SANSA;2;1;0.017730987395309858
GRJ-TSN459-NMU-GC;2;2;0.026596481092964985
CPT2-PE1;2;3;0.035461974790619466
VDP-GREY2-TSN484-DFA-VDBP;2;1;0.01773098739531536
VDP-GREY2-TSN139-NWUFAR;2;1;0.017730987395315447
VDP1-PE1;2;4;0.044327468488287676
CPT-GREYSS1-TSN463-DFA-PLN;1;3;0.026596481092964776
CPT3-PE1;2;11;0.10638592437185972
CPT1-LAB1;1;1;0.008865493697654889
TENET-TSN470-DFA-WYN;2;1;0.017730987395309445
TERACO-TSN462-RDB;1;2;0.017730987395309625
SLB-TSN750-DOA-ELSEN;1;1;0.00886549369765473
PHU-TSN247-UFSQ;2;2;0.026596481092967476
BTH-TSN504-ARC-SGI;2;1;0.017730987395311783
DUR3-PE1;2;3;0.03546197479062244
WEL1-PE1;2;1;0.01773098739531179
PTA-GREYS2-TSN499-DFASAMCOR;1;3;0.0013422573001183736
PTA-GREYS2-TSN257-SANBI;1;1;0.00044741910003947064
PTA-GREYS2-TSN260-CGS;1;2;0.0008948382000790524
PTA-GREYS2-TSN509-UP-MAMC;1;1;0.0004474191000394619
BFN2-PE1;2;2;0.026596481092969807
BFN3-PE1;2;2;0.02659648109296737
BFN1-PE1;2;2;0.0265964810929699
BFN-GREY1-TSN246-UFSPSY;1;1;0.008865493697656669
BFN-GREY1-TSN244-UFSNATH;1;1;0.008865493697656646
JNB2-PE1;2;2;0.026596481092971594
PTA-GREYS2-TSN40-USAF;1;2;0.0008948382000789084
PTA-GREYS2-TSN973-UNIVEN-COL;1;2;0.000894838200079027
PTA-GREYS2-TSN261-ARC-HO-PE;1;1;0.00044741910003944245
UTW-TSN468-WSUQ;1;2;0.060225741802499524
UTT-TSN86-WSU-NMD-PE;1;1;0.03011287090124976
WTS-TSN467-WSUW;1;1;0.03011287090124975
PLZ1-PE1;2;2;0.026596481092965002
ISD1-PE1-ISD1-PR1;1;1;0.008865493697654754
ISD1-PE1;1;2;0.017730987395309674
CPT7-PE1;1;1;0.008865493697654993
CPT-TSN793-NSFAS-CBD;1;1;0.008865493697654995
CPT3-PE1-CPT3-PR1;1;1;0.008865493697654993
CPT3-PE1-CPT3-PR2;1;1;0.008865493697654993
PLZ2-PE1;2;1;0.01773098739531073
NC-SAAO-TSN91-SUTH;1;1;0.008865493697654995
LDN1-IR1;1;1;0.008865493697654998
ISD1-PE2;1;1;0.008865493697654995
SMT-TSN590-IMT;1;1;0.008865493697655014
CAR-TSN237-SKA-CAR-PE;1;2;0.017730987395309507
CPT-GREYSLB1-TSN235-ILABS-FAURE-PE1;1;1;0.008865493697654995
CPT-GREYSS2-TSN170-UCTSSI;2;1;0.017730987395309664
CPT-GREYSS2-TSN270-UCTGSR;2;1;0.017730987395310108
CPT9-PE1;2;1;0.017730987395309237
CPT-GREYSS2-TSN236-SARAO-PE;2;1;0.01773098739530969
CPT-TSN943-DHA-WYNBERG;1;1;0.008865493697655
CPT3-PE2;1;1;0.008865493697654997
PZB-GREY1-TSN383-DUTI;2;1;0.08756647341676713
PZB1-PE1;2;3;0.1751329468335343
PZB-GREY1-TSN384-SANBIP;2;1;0.08756647341676704
PZB-GREY1-TSN193-UNISAP;2;2;0.1313497101251507
PZB-GREY1-TSN385-CGSP;2;2;0.1313497101251507
PZB-GREY1-TSN10-DUTRC;2;1;0.08756647341676708
BFN-GREY1-TSN242-UFSSC;1;2;0.017730987395314236
BFN-GREY1-TSN245-UFSPELH;1;1;0.008865493697657344
ELS-GREY1-TSN108-WSU-CHS;1;2;0.017730987395311777
ELS3-PE1;2;4;0.0443274684882785
ELS-GREY1-TSN177-UNISAE;1;1;0.008865493697655965
ELS-GREY1-TSN393-WSU-CAM;2;1;0.017730987395311672
ELS2-PE1;2;2;0.026596481092967413
ELS1-PE1;2;5;0.05319296218593521
PTA-GREYN2-TSN395-TUT-ZET;1;2;0.17475653648587483
PTA-GREYN2-TSN141-UPGC;1;1;0.08737826824293747
PTA-GREYN2-TSN254-UP-HILL-PE;1;1;0.08737826824293747
PTA-GREYN1-TSN354-TUT-MONITOR;1;1;0.23128605337601085
PTA-GREYN1-TSN74-UP-MED-PE;1;1;0.2312860533760109
PTA-GREYN1-TSN391-TUT-KOSMOS;1;2;0.2649322955776824
