Node;Core Influence
PTA-GREYS2-TSN29-ZOO;0.30863896211333386
PTA-GREYN1-TSN354-TUT-MONITOR;0.28401334958251806
PTA-GREYN1-TSN74-UP-MED-PE;0.28401334958251795
PTA1-PE1;0.2532794223316778
CPT2-PE1;0.17534729238348137
PTA-GREYS2-TSN159-TUT-ARTS;0.15431948105666696
PTA-GREYS2-TSN410-TUT-BAE;0.15431948105666687
DUR2-PE1;0.13638122740937517
JNB1-PE1;0.13638122740937458
PTA2-PE1;0.13638122740936834
PZB1-PE1;0.11689819492232183
DUR1-PE1;0.11689819492232158
JNB3-PE1;0.11689819492232131
BFN3-PE1;0.11689819492232097
DUR3-PE1;0.11689819492232092
ISD1-PE1;0.11689819492232087
CPT3-PE1;0.1168981949223208
MTZ1-IR1;0.11689819492232056
CPT1-IR1;0.11689819492232051
CPT6-PE1;0.0974151624352685
ELS2-PE1;0.09741516243526818
VDP1-PE1;0.09741516243526746
ZEH1-PE1;0.0974151624352669
JNB-GREY2-TSN42-UJBU;0.07793212994821402
ISD1-PE2;0.07793212994821397
BFN1-PE1;0.07793212994821394
