Node;Closeness Centrality
PTA-TSN15-HARTRAO;0.2035268185157972
HLA1-PE1;0.2552995391705069
PTA-GREYS1-TSN301-DST;0.20718025430067316
PTA-GREYS1-TSN30-NRF;0.20718025430067316
PTA-GREYS2-TSN158-TUT-ARCADIA;0.20548961424332343
PTA-GREYS2-TSN38-SAASTA;0.1719428926132837
PTA2-PE1;0.2576744186046512
PTA-GREYS2-TSN29-ZOO;0.1212784588441331
PTA-GREYS2-TSN410-TUT-BAE;0.13492450073063808
PTA-GREYS2-TSN159-TUT-ARTS;0.11040255081705859
PTA3-PE1;0.22019077901430842
PTA-GREYN1-TSN184-UNISA-LTC;0.09190444591904445
PTA-GREYN1-TSN200-UNISA-SSE;0.09924758151200287
PTA-GREYN1-TSN201-UNISA-SSW;0.08763049667826638
PTA-GREYN1-TSN204-UNISA-SRB;0.17399497487437185
PTA-GREYN1-TSN538-TUT-ADT;0.20764617691154422
PTA4-PE1;0.22019077901430842
PTA-GREYN2-TSN282-INNHUB;0.20733532934131738
MTZ1-IR1;0.29436769394261425
MTZ1-IR1-MTZ1-RR1;0.2276088742810189
AMS1-IR1;0.23654995730145176
RCB1-PE1;0.22873658133773742
AMS1-IR1-AMS1-PR2;0.22873658133773742
ISD1-PE1-ISD1-RR1;0.2255700325732899
LDN1-IR1-LDN1-PR1;0.19673295454545456
LDN1-IR1-LDN1-PR2;0.22284794851166534
DUR-TSN19-MUT;0.22284794851166534
BFN-GREY1-TSN173-UNISAB;0.1984240687679083
KIM-TSN760-SPUC;0.19870875179340028
PZB-TSN534-HSRC-SW;0.18429807052561545
PZB-TSN670-ARC-CACWL;0.18429807052561545
PZB-TSN267-SAEON-GWFN;0.18429807052561545
PTA-GREYS2-TSN660-NSF-NDI;0.17334167709637047
LAB-PTA-MX10K;0.20795795795795796
PTA-TSN397-ARCPPRI;0.2070254110612855
POL1-PE1;0.20874152223059533
NLP-TSN344-UMP-DC2-PE;0.20827067669172933
RSB1-PE1;0.21080669710806696
PTA-GREYS3-TSN259-SAWS;0.20548961424332343
WIT-TSN160-TUT-WIT-PE;0.20594795539033459
PTA-GREYS2-TSN409-TUT-SKINNER-PE;0.2090566037735849
CPT-GREYSLB1-TSN103-CSIR;0.15738636363636363
JNB-NHLS-TSN677-SAND;0.22798353909465022
JNB-TSN76-UNISA-FLORIDA-PE;0.21590023382696805
JNB-TSN251-GIBS;0.19479606188466947
JNB-TSN949-GIBS-NORTH;0.16342182890855458
JNB-GREY2-TSN171-UJSO;0.21522921522921523
UTT-TSN362-WSU-MHRC;0.1836870026525199
UTT-TSN189-UNISA-MTH;0.1836870026525199
AMS1-IR1-AMS1-PR1;0.19143054595715273
POL-GREY1-TSN56-TUT-POLC;0.1732332707942464
POL-GREY1-TSN309-UNISA-PHUB;0.14781216648879403
POL-GREY1-TSN313-UL-POLH;0.17301686445971268
POL-GREY1-TSN194-UNISA-PLIB;0.173125
LAB-PTA-SAST;0.1722636815920398
LAB-PTA-IXR;0.1722636815920398
LAB-PTA-MX204;0.1722636815920398
JNB-GREY2-TSN659-WITS-CLMDC;0.21623731459797033
HLA1-TSN294-NECSA-1;0.22447325769854132
CPT-GREYBEL1-TSN207-USBS-PE;0.12694775435380384
JNB-GREY-TSN285-WITS-RMH;0.17917205692108668
JNB-GREY-TSN284-WITS-HJH;0.17917205692108668
ISD1-PE2-ISD1-PR3;0.20656226696495153
JNB-TSN199-UNISA-SBL-PE;0.22667757774140754
JNB-GREY1-TSN690-NHLS-BRAAM;0.21623731459797033
CPT-GREYSS2-TSN788-UCTSHAW;0.20014450867052022
CPT-GREYSS2-TSN165-UCTLGR;0.22302737520128824
CPT1-IR1-CPT1-PR1;0.22177742193755004
CPT1-IR1-CPT1-RR1;0.22177742193755004
CPT1-LG1;0.22177742193755004
DUR3-PE1-DUR3-PR1;0.22177742193755004
DBN-GREY1-TSN231-UKZNW-PE;0.22177742193755004
NLP1-PE1;0.1818778726198293
NLP-TSN537-ARC-ITSC;0.1539744302390217
DBN-TSN935-DHA-UMGENI;0.20043415340086831
TLP-TSN83-UL-TLP-PE;0.17334167709637047
UTT-TSN363-WSU-ZAM;0.1836870026525199
PTA-TSN940-DHA-SOSH;0.13381642512077294
CPT-TENET-LAB-ALU-2;0.15579302587176602
LAB-MX204-JNB1;0.15579302587176602
THY-TSN87-UNIVEN-SSB;0.1717296962182269
PTA-GREYN1-TSN399-TUT-ZAR;0.10131675201170447
PTA-GREYS2-TSN355-TUT-LEGAE;0.1762086513994911
PTA-GREYS2-TSN16-HSRC-MC;0.15261707988980716
PTA-GREYS2-TSN262-ARCISCW;0.10080058224163027
PTA-GREYS2-TSN300-DAFF;0.09476565172767705
PTA-GREYS2-TSN263-MRC-MC-PE;0.10146520146520147
PTA-GREYN1-TSN27-NLSA-PTA;0.09345479082321187
NLP-TSN946-UMP-DC1-PE;0.1732332707942464
PTA-TSN377-ARC-IRENE-PE;0.17088217149907464
CPT-TENET-LAB-ALU-1;0.13499025341130605
