graph,strategy,step,num_edges_added_this_step,edges_added,nr_aG_baseline,nr_e0_mult_baseline,nr_e1_mult_baseline,nr_CIS_baseline,nr_aG_before,nr_e0_mult_before,nr_e1_mult_before,nr_CIS_before,nr_aG_after,nr_e0_mult_after,nr_e1_mult_after,nr_CIS_after,nr_cumAUC_aG,nr_cumAUC_e0_mult,nr_cumAUC_e1_mult,nr_cumAUC_CIS,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
cpt,fiedler_greedy,1,1,CPT-GREYCBD1-TSN276-CPUTOPT--CPT-GREYSS1-TSN273-CPUTGSR,0.07631,1,12,5.28571,0.07631,1,12,5.28571,0.09461,1,12,5.28571,0.08546,1.0,12.0,5.28571,0.07631,0.09461,0.01831,0.07631,0.00139,20.94118,2.0,1.31964,-0.00118,13.07353,-3.41176,-1.47377,0.00139,10.91176,1.73529,1.84716,-0.00118,3.04412,-3.67647,-0.94625,0.00139,20.60294,3.05882,1.54091,-0.00118,12.73529,-2.35294,-1.2525,0.00139,21.60294,2.52941,1.4688,-0.00118,13.73529,-2.88235,-1.32461,0.00257,7.86765,5.41176,2.79342,0.0,0.0,0.0,0.0
cpt,fiedler_greedy,2,1,CPT-GREYBEL1-TSN174-UNIBEL--CPT-GREYSS1-TSN500-CPUTSPR,0.07631,1,12,5.28571,0.09461,1,12,5.28571,0.12842,1,12,5.28571,0.09978,1.0,12.0,5.28571,0.09461,0.12842,0.03381,0.07631,0.00189,20.61765,1.92647,1.43368,-0.01372,9.54412,-3.72059,-0.72209,0.07479,10.77941,1.79412,1.67241,0.05919,-0.29412,-3.85294,-0.48337,0.00189,20.97059,2.88235,1.53585,-0.01372,9.89706,-2.76471,-0.61992,0.00189,21.27941,2.64706,1.48806,-0.01372,10.20588,-3.0,-0.66772,0.0156,11.07353,5.64706,2.15578,0.0,0.0,0.0,0.0
cpt,fiedler_greedy,3,1,CPT-GREYBEL1-TSN493-CGSB--CPT-GREYCBD1-TSN277-CPUTB,0.07631,1,12,5.28571,0.12842,1,12,5.28571,0.16984,1,13,5.28571,0.1173,1.0,12.25,5.28571,0.12842,0.16984,0.04142,0.07631,0.0025,20.63235,1.85294,1.41674,-0.03437,15.04412,-3.26471,-1.3994,0.05424,10.63235,2.14706,1.69188,0.01738,5.04412,-2.97059,-1.12426,0.0025,20.86765,2.89706,1.4653,-0.03437,15.27941,-2.22059,-1.35084,0.0025,21.14706,2.52941,1.49842,-0.03437,15.55882,-2.58824,-1.31772,0.03686,5.58824,5.11765,2.81614,0.0,0.0,0.0,0.0
cpt,fiedler_greedy,4,1,CPT-GREYSS1-TSN169-UCTRHR--CPT-GREYSS2-TSN168-UCTRCCH,0.07631,1,12,5.28571,0.16984,1,13,5.28571,0.18269,1,12,5.28571,0.13037,1.0,12.2,5.28571,0.16984,0.18269,0.01285,0.07631,0.00269,20.42647,1.72059,1.50238,-0.01339,10.17647,-1.95588,-0.24272,0.00269,10.29412,1.76471,1.59664,-0.01339,0.04412,-1.91176,-0.14846,0.00269,20.57353,3.27941,1.45319,-0.01339,10.32353,-0.39706,-0.29191,0.00269,21.58824,2.23529,1.51022,-0.01339,11.33824,-1.44118,-0.23487,0.01608,10.25,3.67647,1.7451,0.0,0.0,0.0,0.0
cpt,fiedler_greedy,5,1,CPT-GREYBEL1-TSN278-UWCT--CPT-GREYSS1-TSN495-UCTVH,0.07631,1,12,5.28571,0.18269,1,12,5.28571,0.20432,1,12,5.28571,0.1427,1.0,12.16667,5.28571,0.18269,0.20432,0.02164,0.07631,0.003,20.07353,1.89706,1.52437,-0.01596,11.86765,-4.08824,-1.0063,0.00592,9.92647,1.82353,1.70221,-0.01305,1.72059,-4.16176,-0.82847,0.003,21.13235,2.55882,1.48778,-0.01596,12.92647,-3.42647,-1.04289,0.003,21.29412,2.14706,1.49538,-0.01596,13.08824,-3.83824,-1.03529,0.01896,8.20588,5.98529,2.53067,0.0,0.0,0.0,0.0
cpt,fiedler_greedy,6,1,CPT-GREYBEL1-TSN174-UNIBEL--CPT-GREYCBD2-TSN109-SANAP,0.07631,1,12,5.28571,0.20432,1,12,5.28571,0.21537,1,13,5.28571,0.15308,1.0,12.28571,5.28571,0.20432,0.21537,0.01104,0.07631,0.00317,20.16176,2.01471,1.51999,-0.01567,11.16176,-3.52941,-1.03652,0.03258,9.66176,2.07353,2.0334,0.01374,0.66176,-3.47059,-0.52311,0.00317,22.35294,1.91176,1.36555,-0.01567,13.35294,-3.63235,-1.19097,0.00317,21.47059,2.23529,1.50091,-0.01567,12.47059,-3.30882,-1.0556,0.01884,9.0,5.54412,2.55651,0.0,0.0,0.0,0.0
cpt,fiedler_greedy,7,1,CPT-GREYCBD1-TSN490-CPGR--CPT-GREYSS2-TSN271-UCTRBG,0.07631,1,12,5.28571,0.21537,1,13,5.28571,0.25443,1,13,5.28571,0.16575,1.0,12.375,5.28571,0.21537,0.25443,0.03906,0.07631,0.00374,20.20588,1.89706,1.58344,-0.0215,11.63235,-2.75,-0.71593,0.00374,8.76471,2.07353,2.11187,-0.0215,0.19118,-2.57353,-0.1875,0.00374,21.41176,2.45588,1.44468,-0.0215,12.83824,-2.19118,-0.85469,0.00374,21.82353,1.64706,1.44937,-0.0215,13.25,-3.0,-0.85,0.02524,8.57353,4.64706,2.29937,0.0,0.0,0.0,0.0
cpt,fiedler_greedy,8,1,CPT-GREYBEL1-TSN208-USTYG--CPT-GREYCBD1-TSN650-NLSA-CFB,0.07631,1,12,5.28571,0.25443,1,13,5.28571,0.2713,1,13,5.28571,0.17748,1.0,12.44444,5.28571,0.25443,0.2713,0.01687,0.07631,0.00399,19.76471,1.52941,1.6055,-0.02925,14.60294,-4.95588,-1.16782,0.00399,8.73529,2.22059,2.30049,-0.02925,3.57353,-4.26471,-0.47283,0.00399,21.33824,2.17647,1.43634,-0.02925,16.17647,-4.30882,-1.33697,0.00399,21.04412,1.75,1.39671,-0.02925,15.88235,-4.73529,-1.37661,0.03324,5.16176,6.48529,2.77332,0.0,0.0,0.0,0.0
cpt,fiedler_greedy,9,1,CPT-GREYBEL1-TSN585-UWC-FCHS--DUR,0.07631,1,12,5.28571,0.2713,1,13,5.28571,0.30633,1,12,5.42857,0.19036,1.0,12.4,5.3,0.2713,0.30633,0.03503,0.07631,0.0045,19.36765,1.27941,1.63522,-0.00348,14.83824,-4.20588,-1.00844,0.00845,8.39706,2.35294,2.26268,0.00046,3.86765,-3.13235,-0.38099,0.0045,20.52941,2.04412,1.42997,-0.00348,16.0,-3.44118,-1.21369,0.0045,20.42647,1.73529,1.36085,-0.00348,15.89706,-3.75,-1.28281,0.00799,4.52941,5.48529,2.64366,0.0,0.0,0.0,0.0
cpt,fiedler_greedy,10,1,CPT-GREYSLB1-TSN103-CSIR--CPT-GREYSS1-TSN144-CPUTGSH,0.07631,1,12,5.28571,0.30633,1,12,5.42857,0.3101,1,11,5.42857,0.20125,1.0,12.27273,5.31169,0.30633,0.3101,0.00377,0.07631,0.00456,18.88235,1.23529,1.62129,-0.04488,11.57353,-3.76471,-1.21803,0.00456,8.02941,1.76471,2.16992,-0.04488,0.72059,-3.23529,-0.6694,0.00456,20.33824,1.57353,1.39503,-0.04488,13.02941,-3.42647,-1.44429,0.00456,19.89706,1.64706,1.38711,-0.04488,12.58824,-3.35294,-1.45221,0.04944,7.30882,5.0,2.83932,0.0,0.0,0.0,0.0
