graph,strategy,step,num_edges_added_this_step,edges_added,nr_aG_baseline,nr_e0_mult_baseline,nr_e1_mult_baseline,nr_CIS_baseline,nr_aG_before,nr_e0_mult_before,nr_e1_mult_before,nr_CIS_before,nr_aG_after,nr_e0_mult_after,nr_e1_mult_after,nr_CIS_after,nr_cumAUC_aG,nr_cumAUC_e0_mult,nr_cumAUC_e1_mult,nr_cumAUC_CIS,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
pzb,random_add,1,1,PZB-TSN670-ARC-CACWL--DUR,0.77547,1,4,2.5,0.77547,1,4,2.5,0.77547,1,3,3.0,0.77547,1.0,3.5,2.75,0.77547,0.77547,0.0,0.77547,0.07755,4.3,0.3,1.2,-1.15836,3.3,-1.7,-1.3,0.07755,4.4,0.4,1.2,-1.15836,3.4,-1.6,-1.3,0.07755,4.2,0.4,1.2,-1.15836,3.2,-1.6,-1.3,0.07755,4.3,0.4,1.2,-1.15836,3.3,-1.6,-1.3,1.23591,1.0,2.0,2.5,0.0,0.0,0.0,0.0
pzb,random_add,2,1,DUR--PZB-GREY1-TSN10-DUTRC,0.77547,1,4,2.5,0.77547,1,3,3.0,0.79974,1,3,3.5,0.78356,1.0,3.33333,3.0,0.77547,0.79974,0.02428,0.77547,0.07997,4.0,0.4,1.65,-0.66055,2.9,-1.3,-1.4,0.07997,4.0,0.6,1.55,-0.66055,2.9,-1.1,-1.5,0.07997,3.9,0.4,1.55,-0.66055,2.8,-1.3,-1.5,0.07997,3.9,0.4,1.65,-0.66055,2.8,-1.3,-1.4,0.74052,1.1,1.7,3.05,0.0,0.0,0.0,0.0
pzb,random_add,3,1,PZB-TSN534-HSRC-SW--PZB-GREY1-TSN385-CGSP,0.77547,1,4,2.5,0.79974,1,3,3.5,0.82359,1,2,4.5,0.79357,1.0,3.0,3.375,0.79974,0.82359,0.02384,0.77547,0.08236,3.7,0.3,1.85,-0.63798,2.6,-1.3,-0.6,0.08236,3.9,0.5,1.75,-0.63798,2.8,-1.1,-0.7,0.08236,3.9,0.5,1.75,-0.63798,2.8,-1.1,-0.7,0.08236,3.9,0.6,1.85,-0.63798,2.8,-1.0,-0.6,0.72033,1.1,1.6,2.45,0.0,0.0,0.0,0.0
pzb,random_add,4,1,PZB-GREY1-TSN384-SANBIP--DUR,0.77547,1,4,2.5,0.82359,1,2,4.5,0.95056,1,2,4.5,0.82496,1.0,2.8,3.6,0.82359,0.95056,0.12697,0.77547,0.09506,3.9,0.4,1.55,-0.69713,2.7,-0.9,-1.4,0.09506,3.8,0.5,1.75,-0.69713,2.6,-0.8,-1.2,0.09506,3.9,0.5,1.75,-0.69713,2.7,-0.8,-1.2,0.09506,3.8,0.5,1.75,-0.69713,2.6,-0.8,-1.2,0.79219,1.2,1.3,2.95,0.0,0.0,0.0,0.0
pzb,random_add,5,1,PZB-TSN267-SAEON-GWFN--PZB-GREY1-TSN385-CGSP,0.77547,1,4,2.5,0.95056,1,2,4.5,0.97501,1,1,5.5,0.84997,1.0,2.5,3.91667,0.95056,0.97501,0.02445,0.77547,0.0975,3.8,0.5,1.85,-0.45337,1.8,-0.6,-1.5,0.0975,3.7,0.6,1.85,-0.45337,1.7,-0.5,-1.5,0.0975,3.8,0.6,1.85,-0.45337,1.8,-0.5,-1.5,0.0975,3.7,0.6,1.85,-0.45337,1.7,-0.5,-1.5,0.55087,2.0,1.1,3.35,0.0,0.0,0.0,0.0
pzb,random_add,6,1,PZB-GREY1-TSN384-SANBIP--PZB-GREY1-TSN385-CGSP,0.77547,1,4,2.5,0.97501,1,1,5.5,0.98215,1,1,2.0,0.86885,1.0,2.28571,3.64286,0.97501,0.98215,0.00714,0.77547,0.09822,4.0,0.5,1.5,-0.2786,1.2,-0.2,-0.4,0.09822,3.7,0.6,1.6,-0.2786,0.9,-0.1,-0.3,0.18814,3.3,0.6,1.9,-0.18867,0.5,-0.1,0.0,0.09822,4.0,0.5,1.5,-0.2786,1.2,-0.2,-0.4,0.37681,2.8,0.7,1.9,0.0,0.0,0.0,0.0
pzb,random_add,7,1,PZB-TSN267-SAEON-GWFN--PZB-GREY1-TSN10-DUTRC,0.77547,1,4,2.5,0.98215,1,1,2.0,0.98219,1,1,3.0,0.88302,1.0,2.125,3.5625,0.98215,0.98219,4e-05,0.77547,0.09822,3.7,0.3,1.7,-0.0,1.8,-0.4,0.1,0.09822,3.5,0.4,1.8,-0.0,1.6,-0.3,0.2,0.19105,3.1,0.7,2.2,0.09284,1.2,0.0,0.6,0.09822,3.6,0.4,1.8,-0.0,1.7,-0.3,0.2,0.09822,1.9,0.7,1.6,0.0,0.0,0.0,0.0
pzb,random_add,8,1,PZB-TSN534-HSRC-SW--PZB-GREY1-TSN193-UNISAP,0.77547,1,4,2.5,0.98219,1,1,3.0,0.9826,1,1,4.0,0.89408,1.0,2.0,3.61111,0.98219,0.9826,0.00041,0.77547,0.09826,3.3,0.1,1.8,0.0,1.1,-0.1,-0.5,0.09826,3.2,0.1,1.9,0.0,1.0,-0.1,-0.4,0.19523,2.7,0.2,2.4,0.09697,0.5,0.0,0.1,0.09826,3.2,0.1,1.9,0.0,1.0,-0.1,-0.4,0.09826,2.2,0.2,2.3,0.0,0.0,0.0,0.0
pzb,random_add,9,1,PZB-TSN534-HSRC-SW--PZB-GREY1-TSN384-SANBIP,0.77547,1,4,2.5,0.9826,1,1,4.0,0.9838,1,1,4.0,0.90306,1.0,1.9,3.65,0.9826,0.9838,0.0012,0.77547,0.09838,3.3,0.2,1.6,-1.23897,2.2,-0.1,-0.5,0.09838,3.1,0.5,1.6,-1.23897,2.0,0.2,-0.5,0.19564,2.6,0.4,2.4,-1.14171,1.5,0.1,0.3,0.09838,3.3,0.2,1.6,-1.23897,2.2,-0.1,-0.5,1.33735,1.1,0.3,2.1,0.0,0.0,0.0,0.0
pzb,random_add,10,1,DUR3--PZB-TSN670-ARC-CACWL,0.77547,1,4,2.5,0.9838,1,1,4.0,1.29423,1,0,4.0,0.93862,1.0,1.72727,3.68182,0.9838,1.29423,0.31043,0.77547,0.18954,2.7,0.1,1.7,-0.48341,1.6,-0.4,-0.5,0.18954,2.3,0.4,1.6,-0.48341,1.2,-0.1,-0.6,0.22018,1.9,0.3,2.1,-0.45276,0.8,-0.2,-0.1,0.18954,2.5,0.1,1.7,-0.48341,1.4,-0.4,-0.5,0.67294,1.1,0.5,2.2,0.0,0.0,0.0,0.0
