Name;Algebraic Connectivity;Multiplicity of the one eigenvalue;Density of eigenvalues around 1;Multiplicity of the zero eigenvalue
CapeTown_Graph_Abbreviated.json;0.0470762912964421;3;0.05084745762711865;1
CapeTown_Graph_Abbreviated.json;0.0470762912964421;3;0.05084745762711865;1
isis-links.json;0.024682839418297846;23;0.08214285714285714;1
CapeTown_Graph_Abbreviated.json;0.0470762912964421;3;0.05084745762711865;1
isis-links.json;0.024682839418297846;23;0.08214285714285714;1
