graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
els,betweeness,13,0.0618,4.84615,0.23077,1.47436,-0.13913,2.53846,-1.07692,-1.65385
els,closeness,13,0.0618,4.07692,0.23077,1.47436,-0.13913,1.76923,-1.07692,-1.65385
els,core influence,13,0.0618,4.61538,0.23077,1.47436,-0.13913,2.30769,-1.07692,-1.65385
els,degree,13,0.0618,4.46154,0.23077,1.47436,-0.13913,2.15385,-1.07692,-1.65385
els,random,13,0.20093,2.30769,1.30769,3.12821,0.0,0.0,0.0,0.0
