graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
vdp,betweeness,7,0.11967,3.57143,0.57143,1.42857,-0.71429,2.42857,-1.85714,-1.85714
vdp,closeness,7,0.11967,3.14286,0.71429,1.57143,-0.71429,2.0,-1.71429,-1.71429
vdp,core influence,7,0.26253,3.14286,1.0,1.85714,-0.57143,2.0,-1.42857,-1.42857
vdp,degree,7,0.11967,3.57143,0.57143,1.42857,-0.71429,2.42857,-1.85714,-1.85714
vdp,random,7,0.83396,1.14286,2.42857,3.28571,0.0,0.0,0.0,0.0
