graph,strategy,step,num_edges_added_this_step,edges_added,nr_aG_baseline,nr_e0_mult_baseline,nr_e1_mult_baseline,nr_CIS_baseline,nr_aG_before,nr_e0_mult_before,nr_e1_mult_before,nr_CIS_before,nr_aG_after,nr_e0_mult_after,nr_e1_mult_after,nr_CIS_after,nr_cumAUC_aG,nr_cumAUC_e0_mult,nr_cumAUC_e1_mult,nr_cumAUC_CIS,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
bfn,random_add,1,1,BFN-GREY1-TSN245-UFSPELH--BFN-GREY1-TSN173-UNISAB,0.38732,1,8,2.0,0.38732,1,8,2.0,0.38875,1,7,2.5,0.38804,1.0,7.5,2.25,0.38732,0.38875,0.00143,0.38732,0.0243,7.125,1.0,1.5,-0.21177,5.4375,-1.9375,-1.23958,0.0243,7.125,1.125,1.5,-0.21177,5.4375,-1.8125,-1.23958,0.0243,6.875,1.3125,1.65625,-0.21177,5.1875,-1.625,-1.08333,0.0243,7.3125,1.0625,1.46875,-0.21177,5.625,-1.875,-1.27083,0.23607,1.6875,2.9375,2.73958,0.0,0.0,0.0,0.0
bfn,random_add,2,1,BFN-GREY1-TSN246-UFSPSY--WITS,0.38732,1,8,2.0,0.38875,1,7,2.5,0.38875,1,6,3.5,0.38827,1.0,7.0,2.66667,0.38875,0.38875,0.0,0.38732,0.0243,6.8125,0.8125,1.4375,-0.28264,4.0,-1.625,-0.40625,0.0243,6.5,1.0,1.41667,-0.28264,3.6875,-1.4375,-0.42708,0.0243,6.375,1.5,1.36458,-0.28264,3.5625,-0.9375,-0.47917,0.0243,6.9375,0.9375,1.39583,-0.28264,4.125,-1.5,-0.44792,0.30694,2.8125,2.4375,1.84375,0.0,0.0,0.0,0.0
bfn,random_add,3,1,BFN-GREY1-TSN245-UFSPELH--WEL1,0.38732,1,8,2.0,0.38875,1,6,3.5,0.38907,1,5,4.0,0.38847,1.0,6.5,3.0,0.38875,0.38907,0.00032,0.38732,0.02432,6.75,0.875,1.5,-0.10366,4.125,-2.4375,-1.65625,0.02432,6.0625,1.25,1.6875,-0.10366,3.4375,-2.0625,-1.46875,0.02432,5.9375,1.6875,1.76042,-0.10366,3.3125,-1.625,-1.39583,0.02432,6.75,1.0625,1.59375,-0.10366,4.125,-2.25,-1.5625,0.12798,2.625,3.3125,3.15625,0.0,0.0,0.0,0.0
bfn,random_add,4,1,BFN3--ELS,0.38732,1,8,2.0,0.38907,1,5,4.0,0.4647,1,4,4.5,0.40372,1.0,6.0,3.3,0.38907,0.4647,0.07563,0.38732,0.02904,6.6875,0.875,1.5625,-0.26727,5.125,-1.625,-0.83333,0.02904,5.6875,1.5,1.84375,-0.26727,4.125,-1.0,-0.55208,0.02904,6.75,1.125,1.625,-0.26727,5.1875,-1.375,-0.77083,0.02904,6.75,0.875,1.5625,-0.26727,5.1875,-1.625,-0.83333,0.29631,1.5625,2.5,2.39583,0.0,0.0,0.0,0.0
bfn,random_add,5,1,CAPE2--POTCH,0.38732,1,8,2.0,0.4647,1,4,4.5,0.53771,1,3,5.0,0.42605,1.0,5.5,3.58333,0.4647,0.53771,0.07301,0.38732,0.03361,6.25,0.75,1.5625,-0.11325,3.0,-0.6875,-0.65625,0.03361,5.125,1.3125,1.46875,-0.11325,1.875,-0.125,-0.75,0.03361,6.4375,0.9375,1.46875,-0.11325,3.1875,-0.5,-0.75,0.03361,6.125,0.75,1.5625,-0.11325,2.875,-0.6875,-0.65625,0.14685,3.25,1.4375,2.21875,0.0,0.0,0.0,0.0
bfn,random_add,6,1,BFN-GREY1-TSN244-UFSNATH--CAPE,0.38732,1,8,2.0,0.53771,1,3,5.0,0.54656,1,3,5.5,0.44327,1.0,5.14286,3.85714,0.53771,0.54656,0.00884,0.38732,0.03416,5.8125,0.8125,1.5,-0.21573,3.375,-0.4375,-1.21875,0.03416,4.625,1.0,1.5,-0.21573,2.1875,-0.25,-1.21875,0.03416,6.125,0.8125,1.5,-0.21573,3.6875,-0.4375,-1.21875,0.03416,5.8125,0.6875,1.5,-0.21573,3.375,-0.5625,-1.21875,0.24989,2.4375,1.25,2.71875,0.0,0.0,0.0,0.0
bfn,random_add,7,1,BFN-GREY1-TSN242-UFSSC--POTCH,0.38732,1,8,2.0,0.54656,1,3,5.5,0.57217,1,2,5.5,0.45938,1.0,4.75,4.0625,0.54656,0.57217,0.02561,0.38732,0.03576,5.5625,0.5625,1.625,-0.15751,2.8125,-0.8125,-0.90625,0.03576,4.5625,0.75,1.65625,-0.15751,1.8125,-0.625,-0.875,0.03576,5.5,0.6875,1.5,-0.15751,2.75,-0.6875,-1.03125,0.03576,5.8125,0.5,1.65625,-0.15751,3.0625,-0.875,-0.875,0.19327,2.75,1.375,2.53125,0.0,0.0,0.0,0.0
bfn,random_add,8,1,BFN2--CAPE2,0.38732,1,8,2.0,0.57217,1,2,5.5,0.59523,1,2,6.0,0.47447,1.0,4.44444,4.27778,0.57217,0.59523,0.02306,0.38732,0.0372,5.375,0.6875,1.5625,-0.0,2.625,0.1875,-0.90625,0.0372,4.6875,0.875,1.75,-0.0,1.9375,0.375,-0.71875,0.0372,5.625,0.625,1.59375,-0.0,2.875,0.125,-0.875,0.0372,5.625,0.625,1.59375,-0.0,2.875,0.125,-0.875,0.0372,2.75,0.5,2.46875,0.0,0.0,0.0,0.0
bfn,random_add,9,1,ELSIS--BFN-GREY1-TSN173-UNISAB,0.38732,1,8,2.0,0.59523,1,2,6.0,0.65063,1,1,6.0,0.49209,1.0,4.1,4.45,0.59523,0.65063,0.0554,0.38732,0.04066,4.9375,0.375,1.52083,-0.125,2.3125,-0.75,-0.85417,0.04066,4.5625,0.3125,1.53125,-0.125,1.9375,-0.8125,-0.84375,0.04066,5.0625,0.5,1.45833,-0.125,2.4375,-0.625,-0.91667,0.04066,5.3125,0.4375,1.4375,-0.125,2.6875,-0.6875,-0.9375,0.16566,2.625,1.125,2.375,0.0,0.0,0.0,0.0
bfn,random_add,10,1,BFN-GREY1-TSN244-UFSNATH--ELSIS,0.38732,1,8,2.0,0.65063,1,1,6.0,0.65613,1,1,2.5,0.507,1.0,3.81818,4.27273,0.65063,0.65613,0.0055,0.38732,0.04101,4.875,0.4375,1.30208,-0.04128,1.5,-0.4375,-0.72917,0.04101,4.5,0.25,1.28125,-0.04128,1.125,-0.625,-0.75,0.04101,4.75,0.4375,1.39583,-0.04128,1.375,-0.4375,-0.63542,0.04101,5.1875,0.4375,1.30208,-0.04128,1.8125,-0.4375,-0.72917,0.08229,3.375,0.875,2.03125,0.0,0.0,0.0,0.0
