graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
bfn,betweeness,16,0.03332,7.5,0.75,1.59375,-0.7805,6.5,-2.6875,-0.71875
bfn,closeness,16,0.03332,7.375,0.9375,1.625,-0.7805,6.375,-2.5,-0.6875
bfn,core influence,16,0.03332,7.25,1.0625,1.6875,-0.7805,6.25,-2.375,-0.625
bfn,degree,16,0.03332,7.5,0.875,1.59375,-0.7805,6.5,-2.5625,-0.71875
bfn,random,16,0.81382,1.0,3.4375,2.3125,0.0,0.0,0.0,0.0
