removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
1,11,0.77546617721373,4,1,2.5,core number
2,10,0.0,0,6,2.0,core number
3,9,0.0,0,6,2.0,core number
4,8,0.0,1,6,2.0,core number
5,7,0.0,0,6,1.0,core number
6,6,0.0,0,6,1.0,core number
7,5,0.0,0,5,1.0,core number
8,4,0.0,0,4,1.0,core number
9,3,0.0,0,3,1.0,core number
10,2,0.0,0,2,1.0,core number
