graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
dur.tgf,betweeness,26,0.0083,9.26923,1.11538,1.50641,-0.03469,6.88462,-1.15385,-0.72436
dur.tgf,closeness,26,0.08523,6.73077,1.11538,1.76923,0.04223,4.34615,-1.15385,-0.46154
dur.tgf,core influence,26,0.0108,9.19231,0.96154,1.33974,-0.0322,6.80769,-1.30769,-0.89103
dur.tgf,degree,26,0.0083,9.19231,1.07692,1.62821,-0.03469,6.80769,-1.19231,-0.60256
dur.tgf,random,26,0.043,2.38462,2.26923,2.23077,0.0,0.0,0.0,0.0
