removed,remaining,aG,e1_mult,e0_mult,CIS,strategy
1,27,0.2159093314955836,5,1,5.666666666666667,core number
2,26,0.0,2,6,2.0,core number
3,25,0.0,4,6,2.3333333333333335,core number
4,24,0.0,4,7,1.75,core number
5,23,0.0,3,7,1.6666666666666667,core number
6,22,0.0,3,7,1.3333333333333333,core number
7,21,-1.0945843544752706e-16,3,8,1.0,core number
8,20,-2.9001065558882677e-16,2,10,1.3333333333333333,core number
9,19,-1.4733967700426901e-16,1,11,2.5,core number
10,18,-1.4733967700426901e-16,1,10,2.3333333333333335,core number
11,17,-1.4733967700426901e-16,1,9,2.5,core number
12,16,-1.9130862895654032e-16,2,10,2.0,core number
13,15,0.0,1,10,2.0,core number
14,14,-1.2747005097548096e-16,2,10,1.5,core number
15,13,0.0,1,11,1.5,core number
16,12,0.0,1,10,1.5,core number
17,11,0.0,0,11,1.0,core number
18,10,0.0,0,10,1.0,core number
19,9,0.0,0,9,1.0,core number
20,8,0.0,0,8,1.0,core number
21,7,0.0,0,7,1.0,core number
22,6,0.0,0,6,1.0,core number
23,5,0.0,0,5,1.0,core number
24,4,0.0,0,4,1.0,core number
25,3,0.0,0,3,1.0,core number
26,2,0.0,0,2,1.0,core number
