graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
jnb.tgf,betweeness,31,0.00721,11.19355,0.6129,1.35215,-0.04957,7.83871,-3.90323,-2.03763
jnb.tgf,closeness,31,0.07173,8.29032,1.51613,1.67473,0.01494,4.93548,-3.0,-1.71505
jnb.tgf,core influence,31,0.00721,11.58065,1.19355,1.53495,-0.04957,8.22581,-3.32258,-1.85484
jnb.tgf,degree,31,0.00721,11.35484,1.09677,1.5672,-0.04957,8.0,-3.41935,-1.82258
jnb.tgf,random,31,0.05678,3.35484,4.51613,3.38978,0.0,0.0,0.0,0.0
