graph,strategy,steps,AUC_aG,AUC_e0_mult,AUC_e1_mult,AUC_CIS,Delta_aG_vs_random,Delta_e0_mult_vs_random,Delta_e1_mult_vs_random,Delta_CIS_vs_random
jnb,betweeness,31,0.01861,8.77419,1.06452,1.58333,-0.05038,3.29032,-1.19355,-0.85215
jnb,closeness,31,0.08312,5.87097,1.12903,2.05645,0.01414,0.3871,-1.12903,-0.37903
jnb,core influence,31,0.01861,10.29032,0.64516,1.62634,-0.05038,4.80645,-1.6129,-0.80914
jnb,degree,31,0.01861,10.58065,0.29032,1.58333,-0.05038,5.09677,-1.96774,-0.85215
jnb,random,31,0.06898,5.48387,2.25806,2.43548,0.0,0.0,0.0,0.0
