graph,strategy,step,num_edges_added_this_step,edges_added,nr_aG_baseline,nr_e0_mult_baseline,nr_e1_mult_baseline,nr_CIS_baseline,nr_aG_before,nr_e0_mult_before,nr_e1_mult_before,nr_CIS_before,nr_aG_after,nr_e0_mult_after,nr_e1_mult_after,nr_CIS_after,nr_cumAUC_aG,nr_cumAUC_e0_mult,nr_cumAUC_e1_mult,nr_cumAUC_CIS,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
jnb,fiedler_greedy,1,1,JNB-TSN199-UNISA-SBL-PE--JNB-GREY1-TSN110-WITSE,0.2236,1,8,5.5,0.2236,1,8,5.5,0.33661,1,7,5.75,0.2801,1.0,7.5,5.625,0.2236,0.33661,0.11301,0.2236,0.01086,10.80645,0.54839,1.46237,-0.03631,7.03226,-2.16129,-1.68011,0.01086,7.48387,1.12903,1.55376,-0.03631,3.70968,-1.58065,-1.58871,0.01086,11.09677,1.16129,1.47849,-0.03631,7.32258,-1.54839,-1.66398,0.01086,11.41935,0.83871,1.62366,-0.03631,7.64516,-1.87097,-1.51882,0.04717,3.77419,2.70968,3.14247,0.0,0.0,0.0,0.0
jnb,fiedler_greedy,2,1,JNB-GREY1-TSN112-WITSM--JNB-TSN949-GIBS-NORTH,0.2236,1,8,5.5,0.33661,1,7,5.75,0.36687,1,7,5.75,0.30902,1.0,7.33333,5.66667,0.33661,0.36687,0.03026,0.2236,0.01183,10.54839,0.58065,1.46774,-0.00742,5.35484,-3.45161,-0.70161,0.01183,7.32258,1.12903,1.70968,-0.00742,2.12903,-2.90323,-0.45968,0.01183,11.19355,1.06452,1.52688,-0.00742,6.0,-2.96774,-0.64247,0.01183,11.77419,0.41935,1.37634,-0.00742,6.58065,-3.6129,-0.79301,0.01926,5.19355,4.03226,2.16935,0.0,0.0,0.0,0.0
jnb,fiedler_greedy,3,1,THY-TSN87-UNIVEN-MC-PE--JNB-GREY-TSN284-WITS-HJH,0.2236,1,8,5.5,0.36687,1,7,5.75,0.44283,1,6,6.0,0.34248,1.0,7.0,5.75,0.36687,0.44283,0.07597,0.2236,0.01428,10.35484,0.96774,1.54839,-0.07138,8.16129,-2.74194,-1.70699,0.01428,6.90323,1.35484,1.84409,-0.07138,4.70968,-2.35484,-1.41129,0.01428,11.45161,0.90323,1.45699,-0.07138,9.25806,-2.80645,-1.79839,0.01428,11.58065,0.48387,1.54301,-0.07138,9.3871,-3.22581,-1.71237,0.08566,2.19355,3.70968,3.25538,0.0,0.0,0.0,0.0
jnb,fiedler_greedy,4,1,UNISA--JNB-GREY1-TSN112-WITSM,0.2236,1,8,5.5,0.44283,1,6,6.0,0.54378,1,5,6.25,0.38274,1.0,6.6,5.85,0.44283,0.54378,0.10095,0.2236,0.01754,10.19355,1.06452,1.52151,-0.09066,5.80645,-1.58065,-1.71774,0.01754,7.0,1.16129,1.64516,-0.09066,2.6129,-1.48387,-1.59409,0.01754,11.22581,0.83871,1.50538,-0.09066,6.83871,-1.80645,-1.73387,0.01754,11.51613,0.45161,1.5,-0.09066,7.12903,-2.19355,-1.73925,0.1082,4.3871,2.64516,3.23925,0.0,0.0,0.0,0.0
jnb,fiedler_greedy,5,1,BLOEM3--JNB-GREY2-TSN99-CSMI,0.2236,1,8,5.5,0.54378,1,5,6.25,0.55116,1,4,6.5,0.41081,1.0,6.16667,5.95833,0.54378,0.55116,0.00738,0.2236,0.01778,9.48387,0.93548,1.49731,-0.15607,7.87097,-2.22581,-2.1586,0.01778,6.41935,0.96774,1.76075,-0.15607,4.80645,-2.19355,-1.89516,0.01778,10.90323,0.64516,1.50269,-0.15607,9.29032,-2.51613,-2.15323,0.01778,11.09677,0.35484,1.48118,-0.15607,9.48387,-2.80645,-2.17473,0.17385,1.6129,3.16129,3.65591,0.0,0.0,0.0,0.0
jnb,fiedler_greedy,6,1,BLOEM2--JNB-GREY2-TSN295-CSIR-CTF,0.2236,1,8,5.5,0.55116,1,4,6.5,0.57678,1,3,6.75,0.43452,1.0,5.71429,6.07143,0.55116,0.57678,0.02562,0.2236,0.01861,8.77419,1.06452,1.58333,-0.05038,3.29032,-1.19355,-0.85215,0.08312,5.87097,1.12903,2.05645,0.01414,0.3871,-1.12903,-0.37903,0.01861,10.29032,0.64516,1.62634,-0.05038,4.80645,-1.6129,-0.80914,0.01861,10.58065,0.29032,1.58333,-0.05038,5.09677,-1.96774,-0.85215,0.06898,5.48387,2.25806,2.43548,0.0,0.0,0.0,0.0
jnb,fiedler_greedy,7,1,JNB-GREY-TSN285-WITS-RMH--SDT-TSN535-UCT-GSB,0.2236,1,8,5.5,0.57678,1,3,6.75,0.62807,1,3,6.75,0.45871,1.0,5.375,6.15625,0.57678,0.62807,0.05129,0.2236,0.02026,8.51613,0.54839,1.66935,-0.10697,4.90323,-3.03226,-1.19892,0.02026,5.41935,0.64516,2.18763,-0.10697,1.80645,-2.93548,-0.68065,0.02026,10.0,0.22581,1.52957,-0.10697,6.3871,-3.35484,-1.33871,0.02026,10.09677,0.25806,1.63172,-0.10697,6.48387,-3.32258,-1.23656,0.12723,3.6129,3.58065,2.86828,0.0,0.0,0.0,0.0
jnb,fiedler_greedy,8,1,CPT1--CAPE,0.2236,1,8,5.5,0.62807,1,3,6.75,0.6934,1,2,7.25,0.48479,1.0,5.0,6.27778,0.62807,0.6934,0.06533,0.2236,0.02237,7.64516,0.51613,1.48118,-0.08252,5.3871,-1.12903,-1.88978,0.02237,4.80645,0.64516,1.98656,-0.08252,2.54839,-1.0,-1.38441,0.02237,9.22581,0.22581,1.47043,-0.08252,6.96774,-1.41935,-1.90054,0.02237,9.48387,0.19355,1.52419,-0.08252,7.22581,-1.45161,-1.84677,0.10489,2.25806,1.64516,3.37097,0.0,0.0,0.0,0.0
jnb,fiedler_greedy,9,1,DURBS--JNB-TSN44-UJ-DF-PE,0.2236,1,8,5.5,0.6934,1,2,7.25,0.73058,1,1,7.5,0.50937,1.0,4.6,6.4,0.6934,0.73058,0.03718,0.2236,0.02357,7.90323,0.48387,1.48387,-0.13107,5.22581,-1.35484,-2.00806,0.02357,4.22581,1.09677,2.01344,-0.13107,1.54839,-0.74194,-1.47849,0.02357,9.41935,0.41935,1.42742,-0.13107,6.74194,-1.41935,-2.06452,0.02357,9.3871,0.25806,1.46505,-0.13107,6.70968,-1.58065,-2.02688,0.15463,2.67742,1.83871,3.49194,0.0,0.0,0.0,0.0
jnb,fiedler_greedy,10,1,JNB-TSN949-GIBS-NORTH--VDP,0.2236,1,8,5.5,0.73058,1,1,7.5,0.74827,1,2,7.75,0.53109,1.0,4.36364,6.52273,0.73058,0.74827,0.01769,0.2236,0.03343,7.64516,0.58065,1.50538,-0.24313,5.96774,-1.32258,-2.73925,0.09795,3.67742,1.35484,1.99462,-0.17861,2.0,-0.54839,-2.25,0.03343,8.93548,0.6129,1.58602,-0.24313,7.25806,-1.29032,-2.6586,0.03343,9.32258,0.48387,1.49462,-0.24313,7.64516,-1.41935,-2.75,0.27656,1.67742,1.90323,4.24462,0.0,0.0,0.0,0.0
