graph,strategy,step,num_edges_added_this_step,edges_added,aG_before,aG_after,Delta_aG,aG_baseline0,AUC_aG__betweeness,AUC_e0_mult__betweeness,AUC_e1_mult__betweeness,AUC_CIS__betweeness,Delta_aG_vs_random__betweeness,Delta_e0_mult_vs_random__betweeness,Delta_e1_mult_vs_random__betweeness,Delta_CIS_vs_random__betweeness,AUC_aG__closeness,AUC_e0_mult__closeness,AUC_e1_mult__closeness,AUC_CIS__closeness,Delta_aG_vs_random__closeness,Delta_e0_mult_vs_random__closeness,Delta_e1_mult_vs_random__closeness,Delta_CIS_vs_random__closeness,AUC_aG__core_influence,AUC_e0_mult__core_influence,AUC_e1_mult__core_influence,AUC_CIS__core_influence,Delta_aG_vs_random__core_influence,Delta_e0_mult_vs_random__core_influence,Delta_e1_mult_vs_random__core_influence,Delta_CIS_vs_random__core_influence,AUC_aG__degree,AUC_e0_mult__degree,AUC_e1_mult__degree,AUC_CIS__degree,Delta_aG_vs_random__degree,Delta_e0_mult_vs_random__degree,Delta_e1_mult_vs_random__degree,Delta_CIS_vs_random__degree,AUC_aG__random,AUC_e0_mult__random,AUC_e1_mult__random,AUC_CIS__random,Delta_aG_vs_random__random,Delta_e0_mult_vs_random__random,Delta_e1_mult_vs_random__random,Delta_CIS_vs_random__random
jnb,areas_low_nonconnect,1,1,JNB-GREY1-TSN110-WITSE--UNISA,0.2236,0.33661,0.11301,0.2236,0.01086,10.80645,0.54839,1.46237,-0.08557,7.29032,-2.0,-1.25806,0.01086,7.48387,1.12903,1.60753,-0.08557,3.96774,-1.41935,-1.1129,0.01086,10.93548,1.22581,1.63441,-0.08557,7.41935,-1.32258,-1.08602,0.01086,11.41935,0.83871,1.63978,-0.08557,7.90323,-1.70968,-1.08065,0.09643,3.51613,2.54839,2.72043,0.0,0.0,0.0,0.0
jnb,areas_low_nonconnect,2,1,JNB-GREY1-TSN110-WITSE--THY-TSN87-UNIVEN-MC-PE,0.33661,0.37201,0.0354,0.2236,0.012,10.70968,0.74194,1.52151,-0.06309,5.80645,-2.83871,-1.00806,0.012,7.16129,1.32258,1.52151,-0.06309,2.25806,-2.25806,-1.00806,0.012,11.19355,0.96774,1.5457,-0.06309,6.29032,-2.6129,-0.98387,0.012,11.22581,0.93548,1.69892,-0.06309,6.32258,-2.64516,-0.83065,0.07509,4.90323,3.58065,2.52957,0.0,0.0,0.0,0.0
jnb,areas_low_nonconnect,3,1,JNB-GREY1-TSN110-WITSE--DURBS,0.37201,0.37725,0.00525,0.2236,0.01217,10.70968,0.67742,1.48387,-0.10963,7.25806,-2.74194,-1.40054,0.01217,6.87097,1.83871,1.63172,-0.10963,3.41935,-1.58065,-1.25269,0.01217,11.64516,0.64516,1.5457,-0.10963,8.19355,-2.77419,-1.33871,0.01217,11.03226,1.0,1.76613,-0.10963,7.58065,-2.41935,-1.11828,0.1218,3.45161,3.41935,2.88441,0.0,0.0,0.0,0.0
jnb,areas_low_nonconnect,4,1,JNB-GREY1-TSN110-WITSE--BLOEM3,0.37725,0.37872,0.00147,0.2236,0.01222,10.6129,0.67742,1.51882,-0.05584,5.77419,-1.06452,-1.40054,0.01222,6.64516,2.25806,1.55376,-0.05584,1.80645,0.51613,-1.36559,0.01222,11.41935,0.74194,1.53763,-0.05584,6.58065,-1.0,-1.38172,0.01222,10.83871,1.06452,1.80645,-0.05584,6.0,-0.67742,-1.1129,0.06805,4.83871,1.74194,2.91935,0.0,0.0,0.0,0.0
jnb,areas_low_nonconnect,5,1,UNISA--THY-TSN87-UNIVEN-MC-PE,0.37872,0.37872,-0.0,0.2236,0.01222,10.22581,0.58065,1.47581,-0.13365,8.09677,-1.83871,-1.02957,0.01222,6.83871,1.77419,1.6586,-0.13365,4.70968,-0.64516,-0.84677,0.01222,10.41935,0.93548,1.61022,-0.13365,8.29032,-1.48387,-0.89516,0.01222,10.3871,0.96774,1.73387,-0.13365,8.25806,-1.45161,-0.77151,0.14586,2.12903,2.41935,2.50538,0.0,0.0,0.0,0.0
jnb,areas_low_nonconnect,6,1,UNISA--DURBS,0.37872,0.37872,0.0,0.2236,0.01222,9.93548,0.77419,1.45968,-0.05827,5.67742,-1.77419,-0.7043,0.01222,6.90323,1.3871,1.62634,-0.05827,2.64516,-1.16129,-0.53763,0.01222,9.22581,1.83871,1.5457,-0.05827,4.96774,-0.70968,-0.61828,0.01222,10.09677,0.93548,1.83871,-0.05827,5.83871,-1.6129,-0.32527,0.07048,4.25806,2.54839,2.16398,0.0,0.0,0.0,0.0
jnb,areas_low_nonconnect,7,1,UNISA--BLOEM3,0.37872,0.37872,0.0,0.2236,0.01222,9.64516,0.93548,1.56183,-0.03749,4.96774,-1.03226,-1.06989,0.01222,6.96774,1.06452,1.59409,-0.03749,2.29032,-0.90323,-1.03763,0.01222,10.29032,1.22581,1.52151,-0.03749,5.6129,-0.74194,-1.11022,0.01222,9.87097,0.87097,1.82796,-0.03749,5.19355,-1.09677,-0.80376,0.04971,4.67742,1.96774,2.63172,0.0,0.0,0.0,0.0
jnb,areas_low_nonconnect,8,1,THY-TSN87-UNIVEN-MC-PE--DURBS,0.37872,0.37872,0.0,0.2236,0.01222,9.58065,0.64516,1.31183,-0.0604,4.29032,-0.41935,-1.23118,0.01222,6.90323,0.90323,1.51613,-0.0604,1.6129,-0.16129,-1.02688,0.01222,9.83871,1.09677,1.44624,-0.0604,4.54839,0.03226,-1.09677,0.01222,9.64516,0.90323,1.73118,-0.0604,4.35484,-0.16129,-0.81183,0.07262,5.29032,1.06452,2.54301,0.0,0.0,0.0,0.0
jnb,areas_low_nonconnect,9,1,THY-TSN87-UNIVEN-MC-PE--BLOEM3,0.37872,0.37872,-0.0,0.2236,0.01222,9.58065,0.3871,1.44892,0.0,4.29032,-1.3871,-0.84677,0.01222,6.87097,0.87097,1.51882,0.0,1.58065,-0.90323,-0.77688,0.01222,9.09677,1.29032,1.44892,0.0,3.80645,-0.48387,-0.84677,0.01222,9.51613,0.93548,1.79839,0.0,4.22581,-0.83871,-0.49731,0.01222,5.29032,1.77419,2.2957,0.0,0.0,0.0,0.0
jnb,areas_low_nonconnect,10,1,DURBS--BLOEM3,0.37872,0.37872,-0.0,0.2236,0.01222,9.54839,0.35484,1.26882,0.0,4.19355,-1.25806,-0.3828,0.01222,6.93548,0.83871,1.42204,-0.0,1.58065,-0.77419,-0.22957,0.01222,8.96774,1.29032,1.40054,0.0,3.6129,-0.32258,-0.25108,0.01222,9.48387,0.90323,1.56452,0.0,4.12903,-0.70968,-0.0871,0.01222,5.35484,1.6129,1.65161,0.0,0.0,0.0,0.0
